105年02月03日大盤統計資訊
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%)
臺灣就業99報酬指數,"5,786.91",－,71.33,-1.22
臺灣高薪100報酬指數,"4,609.97",－,55.60,-1.19
臺灣低波動高股息報酬指數,"2,533.09",－,24.23,-0.95
未含金融電子股報酬指數,"16,010.55",－,195.85,-1.21
水泥類報酬指數,134.52,－,1.69,-1.24
食品類報酬指數,"1,554.94",－,32.55,-2.05
塑膠類報酬指數,266.22,－,3.84,-1.42
紡織纖維類報酬指數,677.15,－,6.33,-0.93
電機機械類報酬指數,174.97,－,2.25,-1.27
電器電纜類報酬指數,32.04,,0.00,0.00
化學生技醫療類報酬指數,123.93,－,0.72,-0.58
化學類報酬指數,114.95,－,0.92,-0.79
生技醫療類報酬指數,93.33,－,0.33,-0.35
玻璃陶瓷類報酬指數,35.48,－,0.13,-0.37
造紙類報酬指數,169.05,－,1.35,-0.79
鋼鐵類報酬指數,94.71,－,1.34,-1.40
橡膠類報酬指數,344.12,－,1.69,-0.49
汽車類報酬指數,294.85,－,4.36,-1.46
電子類報酬指數,468.35,－,1.55,-0.33
半導體類報酬指數,151.65,＋,1.35,0.90
電腦及週邊設備類報酬指數,132.35,－,2.48,-1.84
光電類報酬指數,34.07,－,0.47,-1.36
通信網路類報酬指數,184.26,－,0.39,-0.21
電子零組件類報酬指數,100.79,－,1.42,-1.39
電子通路類報酬指數,145.46,＋,0.47,0.32
資訊服務類報酬指數,126.03,－,0.43,-0.34
其他電子類報酬指數,89.56,－,1.84,-2.01
建材營造類報酬指數,291.28,＋,1.38,0.48
航運類報酬指數,75.65,－,0.85,-1.11
觀光類報酬指數,125.26,－,0.96,-0.76
金融保險類報酬指數,"1,150.35",－,23.11,-1.97
貿易百貨類報酬指數,246.55,－,1.40,-0.56
油電燃氣類報酬指數,123.90,－,2.88,-2.27
其他類報酬指數,307.35,－,3.41,-1.10
成交統計,成交金額(元),成交股數(股),成交筆數
1.一般股票,"71,473,640,815","1,798,784,163","671,182"
2.台灣存託憑證,"33,721,067","8,766,408","1,607"
3.受益憑證,0,0,0
4.ETF,"6,141,303,023","362,385,920","51,345"
5.受益證券,"3,243,800","232,000",55
6.變更交易股票,"5,837,547","2,953,165",630
7.認購(售)權證,"895,196,830","1,167,499,000","32,097"
8.轉換公司債,0,0,0
9.附認股權特別股,0,0,0
10.附認股權公司債,0,0,0
11.認股權憑證,0,0,0
12.公司債,0,0,0
證券合計(1+6),"71,479,478,362","1,801,737,328","671,812"
總計(1~12),"78,552,943,082","3,340,620,656","756,916"
漲跌證券數合計
類型,整體市場,股票
上漲(漲停),"1,466(3)",195(2)
下跌(跌停),"3,308(42)",563(1)
持平,372,108
未成交,"4,972",6
無比價,989,4
說明：,1. &quot;漲跌價差&quot;為當日收盤價與前一日收盤價比較。2. &quot;無比價家數&quot;含當日除權、除息、新上市、恢復交易者。
"105年02月03日每日收盤行情(全部)(元,股)","(元,交易單位)"
證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比
="0050",台灣50,"6,990,419","2,624","412,038,146",59.00,59.25,58.60,58.95,－,0.40,58.90,60,58.95,12,0.00
="0051",中100,"35,000",23,"838,170",24.10,24.10,23.88,23.96,－,0.19,23.96,2,23.97,1,0.00
="0052",FB科技,"1,000",1,"37,560",37.56,37.56,37.56,37.56,＋,0.01,37.54,11,37.89,1,0.00
="0053",寶電子,"2,000",2,"51,240",25.63,25.63,25.61,25.61,＋,0.07,25.54,1,25.60,2,0.00
="0054",台商50,"4,000",4,"77,750",19.43,19.46,19.43,19.46,－,0.05,19.31,1,19.39,8,0.00
="0055",寶金融,"519,000",155,"6,174,750",12.00,12.00,11.82,11.88,－,0.19,11.87,6,11.88,9,0.00
="0056",高股息,"2,118,693",865,"45,758,848",21.70,21.70,21.50,21.62,－,0.10,21.60,33,21.62,19,0.00
="0057",FB摩台,"3,000",3,"108,820",36.27,36.28,36.27,36.27,－,0.46,36.44,50,36.53,63,0.00
="0058",FB發達,"5,000",2,"169,590",33.91,33.92,33.91,33.92,X,0.00,34.02,10,34.26,10,0.00
="0059",FB金融,"2,000",2,"55,790",28.09,28.09,27.70,27.70,－,0.51,27.70,1,27.97,2,0.00
="0060",新台灣,"11,001",5,"288,676",26.45,26.45,26.22,26.22,－,0.58,26.24,1,26.48,8,0.00
="0061",寶滬深,"6,711,599","1,223","99,765,563",14.81,14.92,14.81,14.90,－,0.10,14.90,54,14.91,68,0.00
="006203",寶摩臺,"2,000",2,"55,660",27.80,27.86,27.80,27.86,－,0.08,27.59,10,27.84,8,0.00
="006204",豐臺灣,"9,000",7,"358,990",39.80,39.91,39.80,39.91,－,0.09,39.84,15,40.07,15,0.00
="006205",FB上証,"6,106,000","1,763","155,547,880",25.62,25.70,25.33,25.47,－,0.26,25.47,36,25.48,2,0.00
="006206",元上證,"1,505,000",347,"36,358,400",24.36,24.36,24.07,24.21,－,0.24,24.19,2,24.21,50,0.00
="006207",FH滬深,"1,506,570",251,"29,059,047",19.38,19.38,19.21,19.27,－,0.13,19.27,21,19.30,1,0.00
="006208",FB台50,"32,000",14,"1,072,360",33.57,33.57,33.43,33.51,－,0.37,33.42,5,33.72,30,0.00
00631L,T50正2,"8,919,997","2,014","151,191,596",17.00,17.09,16.77,16.97,－,0.23,16.96,6,16.97,161,0.00
00632R,T50反1,"29,557,056","4,205","599,785,239",20.26,20.40,20.22,20.29,＋,0.17,20.28,1240,20.29,374,0.00
00633L,上証2X,"82,665,629","12,579","2,033,235,261",24.88,25.00,24.38,24.50,－,0.73,24.49,1127,24.50,101,0.00
00634R,上証反,"12,239,000","1,044","147,436,930",11.70,12.10,11.70,12.07,＋,0.22,12.07,910,12.08,266,0.00
00635U,元黃金,"578,258",201,"10,931,092",18.86,18.94,18.85,18.94,＋,0.09,18.93,1,18.94,36,0.00
="00636",CFA50,"3,419,000",229,"51,723,390",15.21,15.21,15.05,15.12,－,0.18,15.12,137,15.13,2,0.00
00637L,滬深2X,"124,687,000","11,500","1,141,565,430",9.25,9.32,9.08,9.13,－,0.25,9.13,1155,9.14,266,0.00
00638R,滬深反,"5,667,000",398,"127,364,570",22.25,22.58,22.25,22.51,＋,0.36,22.49,256,22.51,47,0.00
="00639",深100,"2,017,000",315,"19,164,910",9.49,9.62,9.44,9.51,－,0.08,9.50,72,9.51,15,0.00
00640L,日本2X,"8,153,000","1,367","138,402,130",17.11,17.24,16.81,16.89,－,1.19,16.89,213,16.90,9,0.00
00641R,日本反,"3,147,000",703,"65,335,130",20.70,20.86,20.62,20.81,＋,0.68,20.80,24,20.81,222,0.00
00642U,元石油,"39,321,898","7,431","583,617,880",14.82,14.97,14.74,14.94,－,0.23,14.93,1150,14.94,484,0.00
="00643",深中小,"1,362,000",227,"20,034,180",14.78,14.78,14.61,14.72,－,0.09,14.71,3,14.72,2,0.00
="00645",FB日本,"2,181,000",181,"38,715,680",17.84,17.86,17.67,17.72,－,0.61,17.72,160,17.74,51,0.00
="00646",S&P500,"1,651,000",123,"31,014,500",18.90,18.90,18.74,18.83,－,0.20,18.82,162,18.83,50,0.00
00647L,S&P正2,"2,414,000",161,"41,579,180",17.11,17.31,17.11,17.28,－,0.47,17.26,308,17.29,335,0.00
00648R,S&P反1,"3,130,000",539,"68,331,540",21.71,21.89,21.71,21.89,＋,0.42,21.88,5,21.89,13,0.00
="00649",FH香港,"1,315,000",132,"19,124,170",14.71,14.72,14.45,14.54,－,0.36,14.54,21,14.55,70,0.00
00650L,香港2X,"2,381,000",341,"34,106,980",14.75,15.02,14.10,14.32,－,0.83,14.32,172,14.34,160,0.00
00651R,香港反,"2,015,000",350,"30,696,180",15.00,15.34,15.00,15.23,＋,0.39,15.22,545,15.23,52,0.00
="008201",上證50,"1,800",12,"129,815",72.80,72.80,71.70,72.75,＋,0.10,72.00,6,73.20,5,0.00
01001T,富邦R1,"1,000",1,"15,900",15.90,15.90,15.90,15.90,－,0.02,15.90,12,15.98,4,0.00
01002T,國泰R1,"27,000",11,"457,100",16.88,16.96,16.88,16.93,－,0.01,16.93,1,16.97,6,0.00
01003T,新光R1,"121,000",33,"1,712,620",14.15,14.20,14.15,14.15,－,0.02,14.11,4,14.15,19,0.00
01004T,富邦R2,"76,000",6,"950,730",12.50,12.51,12.50,12.51,－,0.01,12.50,16,12.51,17,0.00
01007T,國泰R2,"7,000",4,"107,450",15.35,15.36,15.33,15.35,－,0.01,15.33,4,15.36,8,0.00
03001P,凱基3W,0,0,0,--,--,--,--,,0.00,0.67,30,0.68,30,0.00
03001X,元展01,"5,000",3,"302,500",60.50,60.50,60.50,60.50,X,0.00,60.50,11,61.50,10,103.00
03002P,L9富邦,0,0,0,--,--,--,--,,0.00,0.96,50,0.97,50,0.00
03003P,3F第一,"5,000",1,"5,100",1.02,1.02,1.02,1.02,X,0.00,1.02,10,1.03,10,23.65
03003X,元展03,"5,000",3,"247,500",49.60,49.60,49.30,49.50,X,0.00,49.50,10,49.60,5,146.00
03004P,永豐HV,0,0,0,--,--,--,--,,0.00,1.38,150,1.39,150,0.00
03004X,元展04,"165,000",4,"1,043,950",6.40,6.40,6.30,6.35,－,0.25,6.25,10,6.35,9,18.00
03005P,凱基4M,"45,000",9,"41,870",0.91,0.94,0.91,0.94,＋,0.08,0.93,30,0.94,28,0.00
03005X,元展05,"28,000",5,"286,900",10.30,10.50,10.10,10.40,－,0.20,10.10,10,10.20,10,21.30
03006P,G5元富,0,0,0,--,--,--,--,,0.00,0.89,25,0.90,20,0.00
03006X,元展06,"23,000",13,"346,800",15.00,15.30,14.80,15.20,－,0.60,15.00,10,15.10,10,37.85
03007P,G6元富,"14,000",1,"20,720",1.48,1.48,1.48,1.48,X,0.00,1.49,25,1.50,25,0.00
03007X,元展07,"34,000",4,"230,000",6.80,6.80,6.70,6.80,－,0.30,6.75,12,6.85,10,15.30
03008P,凱基4S,0,0,0,--,--,--,--,,0.00,1.07,30,1.08,30,0.00
03009P,群益MY,0,0,0,--,--,--,--,,0.00,2.04,25,2.05,10,0.00
03009X,元展09,"20,000",1,"264,000",13.20,13.20,13.20,13.20,－,0.70,12.90,10,13.00,10,22.85
03010P,群益MZ,0,0,0,--,--,--,--,,0.00,1.40,25,1.41,10,0.00
03010X,元展10,"16,000",5,"420,400",26.20,26.30,26.10,26.10,－,1.50,26.20,10,26.70,10,76.60
03011P,5Y元大,"3,000",1,"3,090",1.03,1.03,1.03,1.03,＋,0.01,1.05,100,1.06,100,0.00
03011X,元展11,"20,000",2,"27,400",1.37,1.37,1.37,1.37,X,0.00,1.37,11,1.38,10,6.16
03012P,NP中信,"35,000",9,"44,850",1.31,1.31,1.26,1.26,＋,0.21,1.27,99,1.29,99,0.00
03012X,元展12,"36,000",8,"200,450",5.70,5.70,5.40,5.50,－,0.65,5.45,4,5.50,10,35.80
03013X,元展13,"6,000",1,"16,560",2.76,2.76,2.76,2.76,－,0.31,2.81,10,2.86,10,10.55
03014X,元展14,"31,000",9,"223,550",7.25,7.25,7.20,7.20,－,0.30,7.15,10,7.25,2,14.90
03015X,元展15,"139,000",1,"1,112,000",8.00,8.00,8.00,8.00,－,0.55,8.20,10,8.30,10,16.55
03016X,元展16,"72,000",9,"90,280",1.27,1.27,1.24,1.24,－,0.14,1.24,10,1.25,10,7.61
03017X,元展17,"203,000",13,"241,720",1.20,1.24,1.17,1.24,－,0.05,1.21,10,1.22,10,8.88
03018X,元展18,"156,000",14,"271,260",1.76,1.77,1.71,1.77,－,0.07,1.74,10,1.78,10,14.65
03019X,元展19,"62,000",6,"103,530",1.66,1.68,1.66,1.68,－,0.05,1.66,12,1.68,10,13.55
03020X,元展20,"126,000",4,"255,780",2.03,2.03,2.03,2.03,X,0.00,1.97,10,1.98,10,15.70
03021X,元展21,"11,000",2,"82,300",7.40,7.55,7.40,7.55,X,0.00,7.65,10,7.75,10,25.60
03022X,富展01,"12,000",2,"160,800",13.40,13.40,13.40,13.40,－,0.70,13.50,10,13.60,10,76.60
03023X,富展02,0,0,0,--,--,--,--,,0.00,12.90,10,13.00,10,25.47
03024X,富展03,0,0,0,--,--,--,--,,0.00,26.10,20,26.80,11,146.00
03025X,元展22,"12,000",6,"172,400",14.40,14.50,14.20,14.40,－,0.10,14.20,497,14.40,493,58.95
03026X,元展23,"31,000",6,"111,990",3.59,3.62,3.59,3.62,－,0.04,3.60,100,3.64,100,14.90
03027X,元展24,"1,000",1,"6,850",6.85,6.85,6.85,6.85,X,0.00,6.80,100,6.95,100,25.47
03028X,元展25,0,0,0,--,--,--,--,,0.00,14.10,11,14.30,10,58.80
03029X,元展26,"12,000",2,"99,100",8.30,8.30,8.25,8.25,X,0.00,8.30,10,8.40,10,32.40
03030X,元展27,"363,000",20,"511,140",1.60,1.60,1.38,1.38,－,0.22,1.37,1,1.38,10,8.40
03031X,元展28,"1,000",1,"5,550",5.55,5.55,5.55,5.55,－,0.20,5.50,10,5.60,10,46.60
03032X,元展29,"1,093,000",17,"2,886,180",2.65,2.65,2.62,2.63,X,0.00,2.57,10,2.60,10,9.33
03033X,元展30,"13,000",3,"82,900",6.40,6.40,6.30,6.30,－,0.20,6.20,10,6.25,10,237.50
03035X,元展32,"2,000",1,"10,100",5.05,5.05,5.05,5.05,X,0.00,4.99,10,5.10,10,24.30
03037X,元展34,0,0,0,--,--,--,--,,0.00,4.91,10,4.95,10,17.15
03038X,元展35,"51,000",2,"474,300",9.30,9.30,9.30,9.30,－,0.30,9.25,10,9.30,10,76.30
03039X,元展36,0,0,0,--,--,--,--,,0.00,5.10,10,5.20,10,271.00
03040X,元展37,"85,000",3,"446,000",5.20,5.25,5.20,5.25,,0.00,5.20,10,5.30,10,12.90
03041X,元展38,"19,000",4,"60,660",3.22,3.22,3.18,3.18,－,0.30,3.11,10,3.15,10,132.50
03042X,元展39,0,0,0,--,--,--,--,,0.00,6.75,10,6.85,10,34.30
03043F,B5群益,"100,000",1,"21,000",0.21,0.21,0.21,0.21,－,0.04,0.20,100,0.21,680,0.00
03043X,元展40,"53,000",2,"506,150",9.55,9.55,9.55,9.55,X,0.00,9.55,10,9.75,10,51.90
03044F,B6群益,"1,000",1,280,0.28,0.28,0.28,0.28,X,0.00,0.28,200,0.29,200,0.00
03044X,元展41,0,0,0,--,--,--,--,,0.00,6.75,10,6.80,10,18.55
="030453",統一M1,0,0,0,--,--,--,--,,0.00,0.01,7892,0.02,1263,24.21
03046X,元展43,"1,000",1,"3,340",3.34,3.34,3.34,3.34,－,0.19,3.30,10,3.33,10,52.60
03047X,元展44,"50,000",2,"68,930",1.38,1.38,1.37,1.37,－,0.01,1.37,10,1.39,10,7.24
03048X,元展45,"20,000",2,"35,000",1.76,1.76,1.74,1.74,－,0.06,1.71,10,1.72,10,14.60
03049X,元展46,0,0,0,--,--,--,--,,0.00,2.56,10,2.60,10,46.50
03050X,元展47,"360,000",43,"930,530",2.45,2.66,2.44,2.66,＋,0.15,2.66,10,2.67,14,42.50
03051X,元展48,"21,000",3,"222,500",10.70,10.70,10.50,10.50,－,0.20,10.30,10,10.50,10,54.80
="030529",統一M4,"1,658,000",10,"16,580",0.01,0.01,0.01,0.01,X,0.00,0.01,100,0.02,2479,9.33
03052X,元展49,0,0,0,--,--,--,--,,0.00,10.50,10,10.60,10,75.30
03053X,元展50,0,0,0,--,--,--,--,,0.00,5.30,12,5.40,20,99.60
03054X,元展51,"1,000",1,"9,350",9.35,9.35,9.35,9.35,X,0.00,9.35,10,9.45,10,69.40
03055X,元展52,"1,000",1,"6,100",6.10,6.10,6.10,6.10,X,0.00,6.05,10,6.10,10,54.20
03057X,ML展02,"69,000",13,"156,360",2.35,2.35,2.22,2.26,－,0.20,2.26,25,2.27,25,10.55
03058X,元展53,"11,000",4,"226,100",20.30,20.70,20.30,20.70,X,0.00,20.70,10,20.90,10,146.00
03059X,元展54,0,0,0,--,--,--,--,,0.00,8.60,10,8.65,10,18.20
03060X,元展55,"1,000",1,"7,450",7.45,7.45,7.45,7.45,X,0.00,7.40,10,7.45,10,70.50
03061X,元展56,0,0,0,--,--,--,--,,0.00,26.70,10,27.00,10,103.00
03062X,元展57,0,0,0,--,--,--,--,,0.00,13.00,10,13.30,10,454.00
03063X,元展58,"51,000",14,"778,200",15.10,15.50,14.90,15.30,,0.00,15.20,10,15.30,20,"2,350.00"
03064X,元展59,"20,000",2,"114,500",5.70,5.75,5.70,5.75,－,0.05,5.25,100,5.30,10,11.50
03065X,元展60,0,0,0,--,--,--,--,,0.00,13.00,10,13.10,10,26.60
03066X,元展61,"30,000",1,"123,000",4.10,4.10,4.10,4.10,－,0.38,4.08,10,4.10,10,8.40
03067X,元展62,0,0,0,--,--,--,--,,0.00,7.40,10,7.45,10,63.00
03068X,元展63,"30,000",4,"435,700",14.70,14.70,14.20,14.20,X,0.00,14.10,10,14.30,10,122.00
03069X,元展64,"1,000",1,"12,800",12.80,12.80,12.80,12.80,X,0.00,13.10,10,13.20,10,53.00
03070X,元展65,0,0,0,--,--,--,--,,0.00,10.40,10,10.50,10,42.50
03071X,元展66,"202,000",25,"1,994,450",10.40,10.40,9.60,9.60,－,1.30,9.55,10,9.60,9,200.00
03072X,元展67,"2,000",1,"17,300",8.65,8.65,8.65,8.65,X,0.00,8.55,10,8.60,10,75.00
03073X,元展68,"137,000",5,"2,800,000",20.50,20.50,20.40,20.40,－,0.10,20.40,10,20.50,10,"2,350.00"
="030784",5V元富,0,0,0,--,--,--,--,,0.00,--,0,0.01,333,72.80
="030815",05統一,"127,000",2,"1,270",0.01,0.01,0.01,0.01,X,0.00,0.01,293,0.02,2280,72.80
="030872",6C元富,0,0,0,--,--,--,--,,0.00,--,0,0.01,349,17.15
="030907",12統一,"118,000",4,"4,910",0.06,0.07,0.04,0.04,－,0.03,0.03,40,0.04,165,"2,350.00"
="031047",國泰JH,0,0,0,--,--,--,--,,0.00,--,0,0.02,99,55.10
="031074",群益JC,"10,000",1,"16,300",1.63,1.63,1.63,1.63,X,0.00,1.59,25,1.64,10,20.29
="031075",群益JD,"85,000",11,"122,650",1.41,1.47,1.41,1.47,＋,0.10,1.46,5,1.47,10,20.29
="031158",中信5Q,0,0,0,--,--,--,--,,0.00,--,0,0.01,233,72.80
="031161",HD凱基,0,0,0,--,--,--,--,,0.00,0.59,30,0.65,1,20.29
="031196",8B元富,0,0,0,--,--,--,--,,0.00,--,0,--,0,16.97
="031231",8D元富,"25,000",3,770,0.03,0.05,0.03,0.05,,0.00,0.02,55,0.05,2,75.00
="031438",國票AG,"710,000",4,"27,900",0.03,0.04,0.03,0.04,X,0.00,0.04,499,0.05,20,146.00
="031506",中信5V,0,0,0,--,--,--,--,,0.00,--,0,0.01,634,72.80
="031583",9U元富,"33,000",1,"3,960",0.12,0.12,0.12,0.12,＋,0.02,0.05,30,0.10,20,75.00
="031739",50統一,0,0,0,--,--,--,--,,0.00,0.03,30,0.05,20,28.30
03177B,元熊I1,"35,000",2,"114,700",3.27,3.28,3.27,3.28,X,0.00,3.25,495,3.26,495,"8,063.00"
03178B,元熊18,0,0,0,--,--,--,--,,0.00,5.55,495,5.60,495,889.90
03180B,元熊J1,"10,000",1,"32,100",3.21,3.21,3.21,3.21,X,0.00,3.19,495,3.20,495,"8,063.00"
="031838",國泰LB,"275,000",2,"27,450",0.10,0.10,0.09,0.09,－,0.02,0.09,494,0.10,30,55.10
03184B,元熊AU,0,0,0,--,--,--,--,,0.00,3.58,495,3.66,10,58.95
03187B,元熊AV,"21,000",5,"77,460",3.76,3.76,3.65,3.69,＋,0.06,3.69,485,3.72,495,58.95
="031884",D4元富,0,0,0,--,--,--,--,,0.00,0.04,10,0.08,26,"2,350.00"
03190B,元熊38,"18,000",5,"81,620",4.47,4.59,4.47,4.51,＋,0.19,4.51,495,4.52,129,889.90
03192B,元熊X1,"216,000",10,"296,820",1.35,1.41,1.34,1.38,＋,0.08,1.38,480,1.39,495,"8,063.00"
="031937",中信7Q,0,0,0,--,--,--,--,,0.00,--,0,--,0,52.50
03193B,兆熊HN,"23,000",6,"31,680",1.42,1.42,1.35,1.36,＋,0.04,--,0,--,0,"8,063.00"
03194B,兆熊HP,0,0,0,--,--,--,--,,0.00,--,0,--,0,"8,063.00"
03197B,元熊Z1,"4,980,000",217,"6,611,830",1.31,1.36,1.28,1.33,＋,0.08,1.32,495,1.33,154,"8,063.00"
03198B,兆熊B6,0,0,0,--,--,--,--,,0.00,--,0,--,0,"8,063.00"
="031991",70統一,"228,000",7,"104,070",0.41,0.46,0.40,0.40,X,0.00,0.41,10,0.46,59,146.00
03199B,兆熊B7,0,0,0,--,--,--,--,,0.00,--,0,--,0,"8,063.00"
03200B,元熊01,"271,000",13,"443,190",1.62,1.68,1.61,1.62,＋,0.05,1.65,495,1.66,495,"8,063.00"
03201B,2U兆熊,0,0,0,--,--,--,--,,0.00,--,0,--,0,"8,063.00"
03202B,元熊11,"303,000",3,"628,150",2.08,2.08,2.05,2.06,＋,0.03,2.08,495,2.09,495,"8,063.00"
03203B,兆熊31,0,0,0,--,--,--,--,,0.00,--,0,--,0,"8,063.00"
03204B,群熊AA,"355,000",5,"580,600",1.61,1.65,1.61,1.62,＋,0.06,1.63,499,1.64,499,"8,063.00"
03205B,凱熊40,0,0,0,--,--,--,--,,0.00,3.21,30,3.22,30,"8,063.00"
="032065",72統一,"100,000",1,"1,000",0.01,0.01,0.01,0.01,,0.00,0.01,380,0.02,2448,200.00
03206B,凱熊41,0,0,0,--,--,--,--,,0.00,3.72,30,3.73,30,"8,063.00"
03207B,CU兆熊,"961,000",21,"1,421,610",1.45,1.50,1.43,1.45,＋,0.05,1.42,10,--,0,"8,063.00"
03208B,群熊AB,"296,000",21,"739,290",2.46,2.59,2.44,2.54,＋,0.16,2.53,499,2.54,439,"8,063.00"
03209B,凱熊42,"87,000",5,"234,360",2.70,2.79,2.68,2.72,＋,0.11,2.73,30,2.74,30,"8,063.00"
03210B,元熊21,"349,000",12,"608,750",1.73,1.77,1.72,1.72,＋,0.06,1.75,495,1.76,495,"8,063.00"
03211B,元熊31,"371,000",25,"594,580",1.59,1.63,1.58,1.60,＋,0.06,1.61,495,1.62,495,"8,063.00"
03212B,KJ兆熊,"165,000",5,"208,000",1.24,1.32,1.24,1.27,＋,0.07,1.02,14,1.40,50,"8,063.00"
03213B,群熊AC,"216,000",13,"474,840",2.15,2.24,2.11,2.17,＋,0.12,2.20,499,2.21,499,"8,063.00"
03214B,元熊48,"44,000",7,"85,610",2.00,2.00,1.92,1.95,＋,0.19,1.96,495,1.97,495,889.90
="032284",80統一,0,0,0,--,--,--,--,,0.00,0.01,20,0.10,20,28.30
="032285",81統一,"100,000",2,"1,000",0.01,0.01,0.01,0.01,－,0.09,0.01,20,0.09,7,200.00
="032286",82統一,"215,000",3,"4,350",0.02,0.03,0.02,0.03,,0.00,0.02,10,0.03,105,28.30
="032318",N6元富,0,0,0,--,--,--,--,,0.00,--,0,--,0,63.90
="032340",88統一,"5,000",1,50,0.01,0.01,0.01,0.01,,0.00,0.01,6497,0.02,131,58.95
="032388",89統一,"315,000",3,"3,150",0.01,0.01,0.01,0.01,X,0.00,0.01,1695,0.02,722,237.50
="032457",90統一,0,0,0,--,--,--,--,,0.00,0.01,4904,0.02,76,76.60
="032536",富邦29,0,0,0,--,--,--,--,,0.00,0.01,10,0.10,168,76.60
="032547",97統一,"48,000",2,480,0.01,0.01,0.01,0.01,,0.00,0.01,20,0.10,20,"2,350.00"
="032548",98統一,"10,000",1,100,0.01,0.01,0.01,0.01,,0.00,0.01,20,0.02,207,"2,350.00"
="032569",90元大,0,0,0,--,--,--,--,,0.00,--,0,0.01,289,"2,350.00"
="032594",富邦32,0,0,0,--,--,--,--,,0.00,--,0,0.01,206,237.50
="032595",富邦33,0,0,0,--,--,--,--,,0.00,0.01,10,0.08,5,"2,350.00"
="032596",富邦34,0,0,0,--,--,--,--,,0.00,0.02,10,0.04,50,"2,350.00"
="032597",BE元富,0,0,0,--,--,--,--,,0.00,0.03,50,0.04,10,132.50
="032616",99統一,"110,000",13,"2,200",0.02,0.02,0.02,0.02,＋,0.01,0.01,3010,0.02,96,63.90
="032617",A1統一,"17,000",1,"1,190",0.07,0.07,0.07,0.07,X,0.00,0.08,10,0.17,20,146.00
="032677",富邦36,0,0,0,--,--,--,--,,0.00,4.55,33,--,0,132.00
="032684",富邦43,0,0,0,--,--,--,--,,0.00,--,0,0.01,238,58.95
="032693",A3統一,"652,000",14,"33,510",0.06,0.06,0.04,0.05,－,0.01,0.04,225,0.05,300,76.60
="032758",富邦45,0,0,0,--,--,--,--,,0.00,--,0,0.08,10,58.95
="032771",A8統一,"10,000",1,"1,000",0.10,0.10,0.10,0.10,,0.00,0.01,10,0.10,76,200.00
