105年02月03日大盤統計資訊
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%)
="036425",4G富邦,"1,196,000",14,"131,560",0.11,0.11,0.11,0.11,－,0.03,0.10,50,0.11,10,9.33
="036426",4H富邦,0,0,0,--,--,--,--,,0.00,0.05,10,0.10,10,22.85
="036427",4J富邦,0,0,0,--,--,--,--,,0.00,0.01,498,0.10,10,72.80
="036428",4K富邦,0,0,0,--,--,--,--,,0.00,0.02,10,0.12,10,140.00
="036429",35凱基,"50,000",2,"5,000",0.10,0.10,0.10,0.10,－,0.02,0.10,30,0.12,30,72.80
="036430",36凱基,"415,000",8,"78,410",0.19,0.21,0.18,0.19,－,0.02,0.19,30,0.20,30,"2,350.00"
="036431",37凱基,"5,000",1,950,0.19,0.19,0.19,0.19,X,0.00,0.17,30,0.18,30,"2,350.00"
="036432",38凱基,0,0,0,--,--,--,--,,0.00,0.23,30,0.24,30,"2,350.00"
="036433",39凱基,"113,000",4,"30,680",0.29,0.30,0.27,0.27,X,0.00,0.27,30,0.28,30,"2,350.00"
="036434",40凱基,"192,000",3,"21,120",0.11,0.11,0.11,0.11,,0.00,0.11,30,0.12,30,"2,350.00"
="036435",41凱基,"5,000",1,"1,000",0.20,0.20,0.20,0.20,＋,0.02,0.19,30,0.20,30,"2,350.00"
="036436",42凱基,0,0,0,--,--,--,--,,0.00,--,0,0.05,30,68.80
="036437",43凱基,0,0,0,--,--,--,--,,0.00,--,0,0.02,30,63.90
="036438",44凱基,"144,000",5,"435,240",2.80,3.17,2.80,3.17,＋,0.13,3.09,30,3.17,20,54.40
="036454",GF元大,"21,000",3,"6,720",0.30,0.34,0.30,0.34,＋,0.13,0.32,140,0.37,10,146.00
="036457",GL元大,0,0,0,--,--,--,--,,0.00,5.65,100,--,0,51.90
="036459",GN元大,0,0,0,--,--,--,--,,0.00,--,0,0.06,11,22.85
="036464",CL統一,"1,220,000",39,"588,640",0.48,0.50,0.46,0.50,＋,0.08,0.49,20,0.50,230,146.00
="036465",CM統一,"672,000",23,"401,500",0.59,0.61,0.59,0.61,＋,0.10,0.61,10,0.62,5,146.00
="036466",CN統一,0,0,0,--,--,--,--,,0.00,0.03,10,0.10,10,200.00
="036467",CP統一,0,0,0,--,--,--,--,,0.00,0.02,110,0.10,10,200.00
="036468",CQ統一,"146,000",5,"3,010",0.02,0.03,0.02,0.03,,0.00,0.01,8788,0.03,476,200.00
="036469",CR統一,0,0,0,--,--,--,--,,0.00,0.13,10,0.14,10,9.33
="036470",CS統一,0,0,0,--,--,--,--,,0.00,0.01,10184,0.09,7,237.50
="036471",群益N4,0,0,0,--,--,--,--,,0.00,0.01,25,0.10,10,57.40
="036472",群益N5,0,0,0,--,--,--,--,,0.00,4.13,25,4.23,10,28.30
="036473",群益N6,0,0,0,--,--,--,--,,0.00,0.12,25,0.13,10,9.33
="036474",群益N7,0,0,0,--,--,--,--,,0.00,0.18,25,0.19,10,79.80
="036475",兆豐FM,0,0,0,--,--,--,--,,0.00,0.42,10,0.45,10,146.00
="036476",兆豐FN,0,0,0,--,--,--,--,,0.00,--,0,0.02,10,35.80
="036477",兆豐FP,0,0,0,--,--,--,--,,0.00,--,0,0.06,10,7.61
="036478",兆豐FQ,0,0,0,--,--,--,--,,0.00,5.10,10,--,0,51.90
="036479",兆豐FR,0,0,0,--,--,--,--,,0.00,0.23,10,0.24,10,41.65
="036480",兆豐FS,"30,000",3,"11,400",0.38,0.38,0.38,0.38,－,0.08,0.36,10,0.37,10,18.20
="036481",兆豐FT,0,0,0,--,--,--,--,,0.00,0.04,10,0.07,10,18.60
="036482",兆豐FU,"112,000",4,"21,660",0.23,0.23,0.19,0.19,X,0.00,0.17,10,--,0,26.45
="036483",兆豐FV,0,0,0,--,--,--,--,,0.00,--,0,0.04,10,72.80
="036484",兆豐FW,"10,000",1,"9,400",0.94,0.94,0.94,0.94,X,0.00,0.93,10,1.02,10,172.00
="036485",兆豐FX,0,0,0,--,--,--,--,,0.00,0.02,10,0.04,10,8.00
="036486",兆豐FY,0,0,0,--,--,--,--,,0.00,--,0,0.02,10,11.50
="036487",兆豐FZ,0,0,0,--,--,--,--,,0.00,1.31,10,1.37,10,131.00
="036488",兆豐GA,"20,000",1,400,0.02,0.02,0.02,0.02,,0.00,0.02,10,0.05,15,237.50
="036494",A7國泰,"459,000",11,"83,360",0.19,0.20,0.18,0.19,－,0.05,0.18,250,0.19,46,8.40
="036507",54凱基,0,0,0,--,--,--,--,,0.00,1.89,30,1.99,30,383.50
="036522",台新67,"1,644,000",6,"32,880",0.02,0.02,0.02,0.02,X,0.00,0.02,10,0.10,10,8.40
="036524",台新69,0,0,0,--,--,--,--,,0.00,0.30,10,0.31,10,199.50
="036525",台新70,0,0,0,--,--,--,--,,0.00,0.01,10,0.10,10,18.60
="036526",台新71,"220,000",4,"134,860",0.63,0.63,0.58,0.58,－,0.07,0.56,10,0.59,10,38.20
="036542",HE元大,0,0,0,--,--,--,--,,0.00,--,0,0.02,100,8.40
="036545",HM元大,0,0,0,--,--,--,--,,0.00,0.06,100,0.07,100,9.33
="036547",HP元大,"98,000",3,"17,560",0.18,0.18,0.17,0.18,－,0.07,0.17,100,0.18,10,34.30
="036552",CT統一,"759,000",13,"74,310",0.10,0.11,0.09,0.09,－,0.01,0.08,68,0.10,68,72.80
="036553",CU統一,0,0,0,--,--,--,--,,0.00,0.92,20,1.01,10,70.10
="036554",CV統一,0,0,0,--,--,--,--,,0.00,0.21,68,0.23,68,152.00
="036555",CW統一,"10,000",1,100,0.01,0.01,0.01,0.01,－,0.01,0.01,539,0.02,336,237.50
="036557",02群益,0,0,0,--,--,--,--,,0.00,0.01,100,0.10,10,122.00
="036558",03群益,0,0,0,--,--,--,--,,0.00,1.44,25,1.51,10,146.00
="036559",群益N9,0,0,0,--,--,--,--,,0.00,0.04,25,0.10,10,14.90
="036563",台新72,0,0,0,--,--,--,--,,0.00,3.02,10,3.12,10,132.00
="036564",L1中信,0,0,0,--,--,--,--,,0.00,0.09,30,0.10,30,14.90
="036568",4P富邦,0,0,0,--,--,--,--,,0.00,0.10,10,0.11,10,8.40
="036569",4Q富邦,0,0,0,--,--,--,--,,0.00,0.06,50,0.10,80,72.80
="036570",4R富邦,0,0,0,--,--,--,--,,0.00,4.86,20,4.96,10,51.90
="036571",4S富邦,0,0,0,--,--,--,--,,0.00,0.14,50,0.15,15,18.55
="036572",4T富邦,0,0,0,--,--,--,--,,0.00,1.02,10,1.09,10,34.30
="036573",4U富邦,"44,000",6,"49,520",1.13,1.13,1.12,1.12,－,0.06,1.07,10,1.08,10,34.30
="036584",69凱基,0,0,0,--,--,--,--,,0.00,0.31,30,0.32,30,19.27
="036586",71凱基,0,0,0,--,--,--,--,,0.00,0.99,30,1.03,30,131.00
="036588",73凱基,0,0,0,--,--,--,--,,0.00,0.85,30,0.88,30,18.20
="036589",74凱基,"100,000",1,"5,000",0.05,0.05,0.05,0.05,X,0.00,0.05,30,0.06,30,8.40
="036591",76凱基,0,0,0,--,--,--,--,,0.00,0.24,30,0.25,30,27.65
="036592",77凱基,"80,000",2,"40,800",0.51,0.51,0.51,0.51,－,0.01,0.51,30,0.52,30,25.47
="036593",78凱基,"204,000",9,"17,260",0.09,0.09,0.07,0.07,－,0.02,0.07,30,0.09,30,72.80
="036595",CX統一,"38,000",2,"38,220",0.99,1.01,0.99,1.01,,0.00,1.01,20,1.04,10,158.50
="036598",09群益,0,0,0,--,--,--,--,,0.00,4.17,25,4.27,10,51.90
="036600",11群益,0,0,0,--,--,--,--,,0.00,4.98,25,5.20,10,28.30
="036601",12群益,"30,000",2,"7,600",0.25,0.26,0.25,0.26,－,0.07,0.25,25,0.27,10,9.33
="036602",13群益,0,0,0,--,--,--,--,,0.00,1.25,25,1.29,10,158.50
="036614",5B富邦,0,0,0,--,--,--,--,,0.00,0.12,10,0.13,10,38.60
="036615",亞東KJ,0,0,0,--,--,--,--,,0.00,0.91,10,0.94,10,12.90
="036616",亞東KK,0,0,0,--,--,--,--,,0.00,1.18,10,1.23,10,146.00
="036617",亞東KL,0,0,0,--,--,--,--,,0.00,--,0,--,0,237.50
="036618",亞東KM,0,0,0,--,--,--,--,,0.00,--,0,0.07,270,237.50
="036633",L2中信,"9,000",2,"1,210",0.14,0.14,0.13,0.13,－,0.02,0.13,30,0.14,30,25.47
="036637",台新75,0,0,0,--,--,--,--,,0.00,--,0,0.10,10,25.47
="036638",台新76,"190,000",2,"1,900",0.01,0.01,0.01,0.01,,0.00,--,0,0.04,100,72.80
="036639",永昌07,0,0,0,--,--,--,--,,0.00,0.01,10,0.10,10,0.00
="036640",永昌08,0,0,0,--,--,--,--,,0.00,4.43,10,4.51,10,0.00
="036641",永昌09,0,0,0,--,--,--,--,,0.00,5.30,10,--,0,0.00
="036642",永昌10,"80,000",1,800,0.01,0.01,0.01,0.01,,0.00,0.01,10,0.10,10,0.00
="036643",永昌11,0,0,0,--,--,--,--,,0.00,0.01,10,0.10,10,0.00
="036644",永昌12,0,0,0,--,--,--,--,,0.00,0.01,10,0.10,10,0.00
="036645",永昌13,0,0,0,--,--,--,--,,0.00,0.01,10,0.10,10,0.00
="036646",DZ永豐,0,0,0,--,--,--,--,,0.00,0.01,150,0.02,10,11.35
="036647",EA永豐,0,0,0,--,--,--,--,,0.00,0.16,150,0.21,150,22.70
="036648",L4中信,0,0,0,--,--,--,--,,0.00,--,0,0.10,30,200.00
="036649",L5中信,0,0,0,--,--,--,--,,0.00,--,0,0.10,30,200.00
="036650",L6中信,0,0,0,--,--,--,--,,0.00,--,0,0.10,30,200.00
="036651",台新77,"596,000",9,"96,280",0.18,0.27,0.08,0.08,－,0.06,0.08,10,0.10,10,186.50
="036652",IE元大,0,0,0,--,--,--,--,,0.00,0.53,100,0.54,10,20.35
="036653",IF元大,0,0,0,--,--,--,--,,0.00,--,0,0.01,125,63.90
="036654",IG元大,0,0,0,--,--,--,--,,0.00,0.01,100,0.02,50,140.00
="036655",IH元大,0,0,0,--,--,--,--,,0.00,2.00,100,--,0,75.00
="036656",II元大,0,0,0,--,--,--,--,,0.00,1.72,100,1.80,10,61.50
="036657",IJ元大,0,0,0,--,--,--,--,,0.00,1.20,100,1.23,10,75.00
="036658",CY統一,"154,000",2,"26,720",0.18,0.18,0.17,0.17,－,0.02,0.17,20,0.18,20,18.60
="036659",CZ統一,0,0,0,--,--,--,--,,0.00,0.01,8952,0.02,10,63.90
="036660",DA統一,"1,908,000",51,"848,910",0.47,0.49,0.41,0.41,－,0.02,0.40,68,0.41,88,186.50
="036661",DB統一,0,0,0,--,--,--,--,,0.00,0.01,20,0.10,20,25.47
="036662",17群益,"40,000",2,"1,500",0.03,0.04,0.03,0.04,－,0.03,0.03,25,0.10,10,58.95
="036663",18群益,0,0,0,--,--,--,--,,0.00,0.01,25,0.10,10,122.00
="036664",19群益,0,0,0,--,--,--,--,,0.00,0.12,25,0.13,10,52.60
="036665",20群益,0,0,0,--,--,--,--,,0.00,0.01,25,0.10,10,17.15
="036666",80凱基,0,0,0,--,--,--,--,,0.00,--,0,0.02,30,11.50
="036667",81凱基,0,0,0,--,--,--,--,,0.00,1.07,30,1.14,30,75.00
="036668",82凱基,0,0,0,--,--,--,--,,0.00,0.22,30,0.23,30,14.90
="036669",83凱基,"66,000",8,"33,790",0.49,0.57,0.49,0.51,＋,0.03,0.44,30,0.45,30,186.50
="036670",84凱基,0,0,0,--,--,--,--,,0.00,1.32,30,1.37,30,38.10
="036671",85凱基,0,0,0,--,--,--,--,,0.00,--,0,0.02,30,16.97
="036672",86凱基,0,0,0,--,--,--,--,,0.00,0.13,30,0.14,30,22.70
="036673",日盛01,0,0,0,--,--,--,--,,0.00,2.07,25,2.11,10,75.00
="036674",日盛NX,0,0,0,--,--,--,--,,0.00,0.01,25,0.02,25,35.80
="036675",日盛NY,"10,000",1,"2,200",0.22,0.22,0.22,0.22,＋,0.01,0.16,499,0.17,50,186.50
="036676",日盛NZ,0,0,0,--,--,--,--,,0.00,1.23,25,1.26,10,55.10
="036677",亞東KP,0,0,0,--,--,--,--,,0.00,--,0,0.01,99,37.85
="036678",亞東KQ,0,0,0,--,--,--,--,,0.00,--,0,--,0,35.80
="036679",亞東KR,0,0,0,--,--,--,--,,0.00,0.15,10,0.16,10,9.33
="036680",玉山LE,0,0,0,--,--,--,--,,0.00,0.01,13,0.10,13,0.00
="036681",玉山LF,"81,000",5,"9,390",0.10,0.13,0.10,0.11,－,0.03,0.11,88,0.13,1,0.00
="036682",AD國泰,0,0,0,--,--,--,--,,0.00,--,0,0.01,675,37.85
="036683",AE國泰,0,0,0,--,--,--,--,,0.00,0.40,499,0.41,10,22.70
="036684",5C富邦,0,0,0,--,--,--,--,,0.00,4.43,30,--,0,84.20
="036685",5D富邦,0,0,0,--,--,--,--,,0.00,5.65,30,--,0,41.00
="036686",5E富邦,"41,000",2,"6,970",0.17,0.17,0.17,0.17,X,0.00,0.16,30,0.17,50,41.65
="036687",5F富邦,0,0,0,--,--,--,--,,0.00,--,0,0.10,10,200.00
="036688",5G富邦,0,0,0,--,--,--,--,,0.00,0.01,208,0.10,10,200.00
="036689",元富7B,"20,000",1,600,0.03,0.03,0.03,0.03,－,0.06,0.03,25,0.04,25,76.60
="036690",元富7C,0,0,0,--,--,--,--,,0.00,0.04,25,0.05,25,76.60
="036691",元富7D,0,0,0,--,--,--,--,,0.00,--,0,0.01,140,37.85
="036692",元富7E,"4,000",1,"3,920",0.98,0.98,0.98,0.98,X,0.00,0.98,25,1.00,25,146.00
="036693",元富7F,0,0,0,--,--,--,--,,0.00,--,0,--,0,200.00
="036694",元富7G,0,0,0,--,--,--,--,,0.00,0.29,25,0.30,25,22.70
="036695",元富7H,0,0,0,--,--,--,--,,0.00,--,0,--,0,14.90
="036696",兆豐GD,"16,000",1,"17,920",1.12,1.12,1.12,1.12,－,0.07,1.06,10,1.09,10,34.30
="036697",兆豐GE,"60,000",1,"5,400",0.09,0.09,0.09,0.09,X,0.00,0.09,10,0.10,10,22.70
="036698",兆豐GM,0,0,0,--,--,--,--,,0.00,0.07,10,0.09,10,8.40
="036699",兆豐GN,0,0,0,--,--,--,--,,0.00,0.03,10,0.04,10,132.50
="036700",兆豐GP,0,0,0,--,--,--,--,,0.00,--,0,0.01,98,15.30
="036701",兆豐GQ,"100,000",2,"1,000",0.01,0.01,0.01,0.01,X,0.00,--,0,0.01,190,37.85
="036702",兆豐GR,"10,000",1,"2,000",0.20,0.20,0.20,0.20,－,0.03,0.18,10,0.19,10,76.30
="036703",兆豐GS,0,0,0,--,--,--,--,,0.00,--,0,0.01,35,68.80
="036704",兆豐GT,"10,000",1,"3,700",0.37,0.37,0.37,0.37,X,0.00,0.36,10,0.37,10,18.55
="036705",兆豐GU,0,0,0,--,--,--,--,,0.00,0.12,10,0.14,10,11.10
="036706",兆豐GV,0,0,0,--,--,--,--,,0.00,0.39,10,0.40,10,38.20
="036707",兆豐GW,0,0,0,--,--,--,--,,0.00,0.05,10,0.07,10,41.65
="036708",兆豐GX,"20,000",1,"29,200",1.46,1.46,1.46,1.46,X,0.00,1.33,10,1.38,10,47.90
="036709",兆豐GY,0,0,0,--,--,--,--,,0.00,--,0,0.03,110,122.00
="036710",兆豐GZ,0,0,0,--,--,--,--,,0.00,1.46,10,--,0,75.00
="036711",IL元大,0,0,0,--,--,--,--,,0.00,--,0,0.02,100,21.25
="036712",IM元大,0,0,0,--,--,--,--,,0.00,--,0,0.02,100,79.80
="036713",IN元大,0,0,0,--,--,--,--,,0.00,0.06,100,0.07,10,186.50
="036714",IP元大,0,0,0,--,--,--,--,,0.00,0.91,100,0.93,10,55.10
="036715",IQ元大,"150,000",2,"134,000",0.90,0.90,0.89,0.89,＋,0.02,0.89,100,0.91,50,158.50
="036716",IR元大,0,0,0,--,--,--,--,,0.00,0.10,100,0.11,50,38.20
="036717",IS元大,0,0,0,--,--,--,--,,0.00,2.27,100,--,0,28.25
="036718",IT元大,"77,000",1,"8,470",0.11,0.11,0.11,0.11,X,0.00,0.11,100,0.12,100,126.00
="036719",IU元大,0,0,0,--,--,--,--,,0.00,--,0,0.01,200,122.00
="036720",IV元大,0,0,0,--,--,--,--,,0.00,--,0,0.05,10,25.47
="036721",IW元大,0,0,0,--,--,--,--,,0.00,2.50,100,--,0,75.00
="036722",LB第一,"14,000",2,"33,480",2.40,2.40,2.34,2.34,X,0.00,2.33,10,2.39,10,75.00
="036723",LC第一,0,0,0,--,--,--,--,,0.00,0.01,10,0.10,10,19.27
="036724",DC統一,"7,000",2,"3,090",0.45,0.45,0.42,0.42,－,0.07,0.43,10,0.44,10,199.50
="036725",DD統一,"231,000",12,"5,430",0.04,0.04,0.02,0.03,X,0.00,0.02,10,0.03,4,140.00
="036726",DE統一,0,0,0,--,--,--,--,,0.00,1.01,10,1.10,10,383.50
="036727",DF統一,"723,000",11,"221,690",0.30,0.32,0.29,0.32,－,0.09,0.30,408,0.32,340,76.60
="036728",DG統一,"50,000",1,"14,000",0.28,0.28,0.28,0.28,－,0.11,0.30,10,0.31,10,76.60
="036729",DH統一,"136,000",16,"118,910",0.86,0.91,0.84,0.91,＋,0.21,0.89,10,0.91,10,146.00
="036730",24群益,"40,000",1,"23,200",0.58,0.58,0.58,0.58,－,0.19,0.54,499,0.55,499,0.00
="036731",25群益,"371,000",6,"136,550",0.42,0.45,0.33,0.40,－,0.16,0.35,499,0.36,499,0.00
="036732",26群益,"366,000",5,"77,140",0.23,0.23,0.19,0.19,－,0.14,0.18,499,0.19,493,0.00
="036733",27群益,"300,000",1,"36,000",0.12,0.12,0.12,0.12,X,0.00,0.14,499,0.15,499,0.00
="036734",28群益,0,0,0,--,--,--,--,,0.00,0.09,499,0.10,499,0.00
="036735",29群益,0,0,0,--,--,--,--,,0.00,0.05,499,0.06,499,0.00
="036736",30群益,0,0,0,--,--,--,--,,0.00,0.02,499,0.03,499,0.00
="036737",31群益,0,0,0,--,--,--,--,,0.00,--,0,--,0,0.00
="036738",36群益,"160,000",2,"12,200",0.07,0.08,0.07,0.08,－,0.03,0.08,25,0.10,10,126.00
="036739",EE永豐,0,0,0,--,--,--,--,,0.00,--,0,0.01,30,0.00
="036740",EF永豐,0,0,0,--,--,--,--,,0.00,--,0,0.01,10,0.00
="036741",EG永豐,"90,000",4,"3,000",0.04,0.04,0.03,0.03,－,0.03,0.03,150,0.04,10,0.00
="036742",EH永豐,0,0,0,--,--,--,--,,0.00,0.01,150,0.02,10,9.86
="036743",EI永豐,0,0,0,--,--,--,--,,0.00,--,0,0.01,10,52.60
="036744",EJ永豐,0,0,0,--,--,--,--,,0.00,0.02,150,0.03,10,100.00
="036745",EK永豐,"10,000",1,"8,300",0.83,0.83,0.83,0.83,＋,0.17,0.87,150,0.88,10,146.00
="036746",EL永豐,0,0,0,--,--,--,--,,0.00,2.47,150,2.57,150,75.00
="036747",EM永豐,0,0,0,--,--,--,--,,0.00,2.55,150,2.62,150,54.40
="036748",L7中信,0,0,0,--,--,--,--,,0.00,0.05,30,0.07,10,22.70
="036749",L8中信,0,0,0,--,--,--,--,,0.00,--,0,0.02,100,0.00
="036750",L9中信,0,0,0,--,--,--,--,,0.00,0.01,499,0.04,10,0.00
="036751",康和M2,0,0,0,--,--,--,--,,0.00,--,0,0.10,10,200.00
="036752",元富7M,"210,000",2,"2,100",0.01,0.01,0.01,0.01,,0.00,0.01,25,0.02,51,0.00
="036753",元富7N,0,0,0,--,--,--,--,,0.00,0.01,25,0.04,25,35.80
="036754",元富7P,"40,000",1,"12,000",0.30,0.30,0.30,0.30,X,0.00,0.22,25,0.23,25,186.50
="036755",元富7Q,0,0,0,--,--,--,--,,0.00,--,0,0.01,200,10.55
="036756",元富7R,0,0,0,--,--,--,--,,0.00,--,0,--,0,21.30
="036757",元富7S,0,0,0,--,--,--,--,,0.00,--,0,--,0,22.85
="036758",元富7T,0,0,0,--,--,--,--,,0.00,0.12,25,0.13,25,22.70
="036759",元富7U,0,0,0,--,--,--,--,,0.00,--,0,0.01,150,35.80
="036760",元富7V,0,0,0,--,--,--,--,,0.00,--,0,--,0,7.61
="036761",日盛06,"392,000",18,"198,950",0.54,0.55,0.45,0.50,－,0.11,0.50,489,0.51,499,0.00
="036762",日盛07,0,0,0,--,--,--,--,,0.00,0.29,25,0.30,10,34.30
="036763",日盛08,0,0,0,--,--,--,--,,0.00,0.12,25,0.13,25,22.70
="036764",AF國泰,0,0,0,--,--,--,--,,0.00,0.34,499,0.35,10,26.70
="036765",AG國泰,0,0,0,--,--,--,--,,0.00,1.30,410,1.37,10,65.00
="036766",AH國泰,0,0,0,--,--,--,--,,0.00,--,0,0.02,99,45.55
="036767",AI國泰,0,0,0,--,--,--,--,,0.00,3.06,170,--,0,75.00
="036768",兆豐HD,"25,000",2,"8,350",0.31,0.34,0.31,0.34,－,0.11,0.29,10,0.30,10,0.00
="036769",兆豐HE,0,0,0,--,--,--,--,,0.00,0.08,10,0.17,10,0.00
="036770",兆豐HF,0,0,0,--,--,--,--,,0.00,--,0,0.03,10,10.55
="036771",兆豐HG,"30,000",3,900,0.03,0.03,0.03,0.03,X,0.00,--,0,0.03,10,8.00
="036772",兆豐HH,"100,000",1,"5,000",0.05,0.05,0.05,0.05,X,0.00,0.04,10,0.06,10,54.80
="036773",兆豐HJ,"13,000",1,"16,250",1.25,1.25,1.25,1.25,X,0.00,1.25,10,1.30,10,126.00
="036774",兆豐HK,0,0,0,--,--,--,--,,0.00,0.01,399,0.04,10,63.90
="036775",凱基AA,"110,000",5,"89,300",0.80,0.85,0.79,0.79,－,0.22,0.78,30,0.79,70,0.00
="036776",凱基AB,0,0,0,--,--,--,--,,0.00,0.23,30,0.24,30,0.00
="036777",凱基AC,0,0,0,--,--,--,--,,0.00,0.04,30,0.05,30,0.00
="036778",凱基AD,0,0,0,--,--,--,--,,0.00,--,0,0.02,130,0.00
="036779",凱基AE,0,0,0,--,--,--,--,,0.00,--,0,0.01,260,0.00
="036780",凱基AF,0,0,0,--,--,--,--,,0.00,--,0,0.05,30,35.80
="036781",凱基AG,0,0,0,--,--,--,--,,0.00,--,0,0.02,30,14.65
="036782",凱基AH,0,0,0,--,--,--,--,,0.00,0.01,30,0.02,30,14.90
="036783",凱基AK,0,0,0,--,--,--,--,,0.00,0.05,30,0.06,30,15.70
="036784",凱基AL,0,0,0,--,--,--,--,,0.00,--,0,0.01,135,38.60
="036785",凱基AM,0,0,0,--,--,--,--,,0.00,--,0,0.05,30,200.00
="036786",凱基AN,0,0,0,--,--,--,--,,0.00,--,0,0.07,30,200.00
="036787",凱基AP,0,0,0,--,--,--,--,,0.00,--,0,0.02,30,21.30
="036788",凱基AQ,0,0,0,--,--,--,--,,0.00,--,0,0.02,30,37.85
="036789",凱基AR,"1,000",1,20,0.02,0.02,0.02,0.02,X,0.00,0.02,30,0.12,30,58.95
="036790",凱基AS,0,0,0,--,--,--,--,,0.00,--,0,0.10,30,6.11
="036791",5K富邦,0,0,0,--,--,--,--,,0.00,1.82,20,1.90,10,75.00
="036792",5L富邦,0,0,0,--,--,--,--,,0.00,1.30,50,1.32,15,18.20
="036793",5M富邦,0,0,0,--,--,--,--,,0.00,--,0,0.10,15,15.30
="036794",5N富邦,"13,000",1,"28,600",2.20,2.20,2.20,2.20,－,0.08,2.12,15,2.16,10,172.00
="036795",5P富邦,0,0,0,--,--,--,--,,0.00,0.18,50,0.20,50,21.30
="036796",5Q富邦,0,0,0,--,--,--,--,,0.00,0.02,10,0.05,26,35.80
="036797",5R富邦,0,0,0,--,--,--,--,,0.00,0.05,15,0.06,10,10.55
="036798",5S富邦,0,0,0,--,--,--,--,,0.00,0.09,15,0.10,10,63.00
="036799",5T富邦,0,0,0,--,--,--,--,,0.00,0.04,15,0.06,10,122.00
="036800",5U富邦,0,0,0,--,--,--,--,,0.00,0.10,50,0.20,10,58.95
="036801",5V富邦,0,0,0,--,--,--,--,,0.00,--,0,0.10,10,0.00
="036802",5W富邦,0,0,0,--,--,--,--,,0.00,0.02,20,0.10,10,0.00
="036803",永昌15,"10,000",1,"18,400",1.84,1.84,1.84,1.84,－,0.01,1.86,10,1.91,10,0.00
="036804",永昌16,0,0,0,--,--,--,--,,0.00,1.40,10,1.43,10,0.00
="036805",永昌17,0,0,0,--,--,--,--,,0.00,0.01,10,0.10,10,0.00
="036806",永昌18,0,0,0,--,--,--,--,,0.00,3.34,10,--,0,0.00
="036807",永昌19,0,0,0,--,--,--,--,,0.00,3.73,10,--,0,0.00
="036808",IX元大,"50,000",1,"5,500",0.11,0.11,0.11,0.11,X,0.00,0.11,100,0.12,10,22.70
="036809",IY元大,"1,510,000",99,"89,600",0.06,0.06,0.05,0.05,X,0.00,0.02,100,0.05,67,18.60
="036810",IZ元大,"258,000",9,"138,260",0.55,0.55,0.52,0.54,＋,0.01,0.54,100,0.55,80,158.50
="036811",JA元大,0,0,0,--,--,--,--,,0.00,--,0,0.02,100,21.30
="036812",JB元大,0,0,0,--,--,--,--,,0.00,0.05,100,0.06,100,15.70
="036813",JC元大,0,0,0,--,--,--,--,,0.00,--,0,0.01,100,15.30
="036814",JD元大,0,0,0,--,--,--,--,,0.00,--,0,0.06,10,8.88
="036815",JE元大,0,0,0,--,--,--,--,,0.00,--,0,0.02,100,63.90
="036816",JF元大,0,0,0,--,--,--,--,,0.00,0.01,100,0.02,100,63.90
="036817",JG元大,0,0,0,--,--,--,--,,0.00,0.79,100,0.82,10,49.60
="036818",JJ元大,0,0,0,--,--,--,--,,0.00,0.01,100,0.02,100,186.50
="036819",JK元大,"765,000",8,"56,990",0.07,0.08,0.07,0.08,,0.00,0.07,100,0.08,100,79.80
="036820",LD第一,0,0,0,--,--,--,--,,0.00,0.48,10,0.56,10,14.35
="036821",LE第一,0,0,0,--,--,--,--,,0.00,1.42,10,1.44,10,49.60
="036822",DK統一,0,0,0,--,--,--,--,,0.00,1.57,10,1.63,10,28.30
="036823",DL統一,0,0,0,--,--,--,--,,0.00,0.01,6042,0.03,134,37.85
="036824",DM統一,0,0,0,--,--,--,--,,0.00,1.16,10,1.22,10,49.60
="036825",DN統一,"166,000",10,"31,580",0.21,0.21,0.17,0.17,－,0.06,0.17,10,0.18,100,22.85
="036826",DP統一,"60,000",1,"3,600",0.06,0.06,0.06,0.06,X,0.00,0.04,10,0.06,30,38.60
="036827",DQ統一,0,0,0,--,--,--,--,,0.00,0.01,1019,0.04,100,35.80
="036828",38群益,"1,000",1,170,0.17,0.17,0.17,0.17,－,0.06,0.17,25,0.18,10,16.97
="036829",39群益,0,0,0,--,--,--,--,,0.00,0.08,25,0.10,10,70.10
="036830",40群益,0,0,0,--,--,--,--,,0.00,--,0,--,0,37.85
="036831",41群益,0,0,0,--,--,--,--,,0.00,--,0,--,0,35.80
="036832",台新78,0,0,0,--,--,--,--,,0.00,0.48,5,0.50,110,126.00
="036833",ER永豐,0,0,0,--,--,--,--,,0.00,--,0,0.01,10,15.30
="036834",ES永豐,0,0,0,--,--,--,--,,0.00,0.24,150,0.25,10,14.35
="036835",ET永豐,0,0,0,--,--,--,--,,0.00,1.72,150,1.82,150,23.00
="036836",EU永豐,0,0,0,--,--,--,--,,0.00,--,0,0.01,45,54.80
="036837",EV永豐,0,0,0,--,--,--,--,,0.00,0.04,150,0.05,10,23.90
="036838",EW永豐,"151,000",1,"66,440",0.44,0.44,0.44,0.44,X,0.00,0.44,150,0.47,150,170.50
="036839",EX永豐,0,0,0,--,--,--,--,,0.00,0.09,150,0.10,150,18.55
="036840",EY永豐,0,0,0,--,--,--,--,,0.00,--,0,0.03,161,63.90
="036841",EZ永豐,0,0,0,--,--,--,--,,0.00,3.18,150,3.28,150,23.65
