105年01月04日大盤統計資訊
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%)
03070X,元展65,0,0,0,--,--,--,--,,0.00,10.10,10,10.20,10,41.90
="030740",中信4S,0,0,0,--,--,--,--,,0.00,--,0,0.01,150,24.15
="030776",國泰IU,0,0,0,--,--,--,--,,0.00,--,0,0.01,58,7.67
="030784",5V元富,"23,000",1,690,0.03,0.03,0.03,0.03,＋,0.01,0.01,25,0.03,499,80.50
="030815",05統一,"425,000",5,"24,830",0.03,0.07,0.03,0.07,＋,0.06,0.01,2306,0.05,100,80.50
="030871",6B元富,0,0,0,--,--,--,--,,0.00,--,0,0.01,470,0.00
="030872",6C元富,0,0,0,--,--,--,--,,0.00,0.01,25,0.04,25,18.05
="030889",FJ凱基,0,0,0,--,--,--,--,,0.00,6.15,30,6.65,30,118.50
="030905",10統一,"299,000",2,"4,990",0.02,0.02,0.01,0.01,－,0.03,0.01,431,0.02,222,79.00
="030906",11統一,"499,000",3,"4,990",0.01,0.01,0.01,0.01,－,0.02,0.01,10,0.03,17,"2,175.00"
="030907",12統一,"140,000",3,"9,800",0.07,0.07,0.07,0.07,－,0.02,0.06,50,0.07,170,"2,175.00"
="030922",中信4W,"70,000",2,"27,100",0.43,0.43,0.37,0.37,X,0.00,0.32,529,0.35,299,139.50
="030932",國泰JB,0,0,0,--,--,--,--,,0.00,--,0,0.01,244,78.50
="030934",國泰JD,0,0,0,--,--,--,--,,0.00,--,0,0.01,20,24.15
="031020",16統一,0,0,0,--,--,--,--,,0.00,0.01,20,0.02,10,135.00
="031047",國泰JH,"50,000",1,"4,000",0.08,0.08,0.08,0.08,X,0.00,0.08,499,0.11,10,58.00
="031074",群益JC,0,0,0,--,--,--,--,,0.00,1.78,25,1.85,5,20.35
="031075",群益JD,"239,000",15,"361,650",1.45,1.57,1.42,1.57,＋,0.21,1.53,10,1.57,9,20.35
="031157",中信5P,0,0,0,--,--,--,--,,0.00,--,0,0.04,10,78.50
="031158",中信5Q,0,0,0,--,--,--,--,,0.00,--,0,0.02,20,80.50
="031159",中信5R,0,0,0,--,--,--,--,,0.00,--,0,0.01,150,59.55
="031161",HD凱基,"1,000",1,900,0.90,0.90,0.90,0.90,＋,0.22,0.90,30,1.00,30,20.35
="031170",22統一,"140,000",2,"1,400",0.01,0.01,0.01,0.01,,0.00,0.01,10,0.02,410,272.50
="031196",8B元富,"100,000",1,"1,000",0.01,0.01,0.01,0.01,X,0.00,0.01,25,0.10,10,17.19
="031225",GY第一,0,0,0,--,--,--,--,,0.00,0.01,10,0.10,10,11.80
="031231",8D元富,"50,000",3,"6,500",0.13,0.13,0.13,0.13,＋,0.01,0.10,10,0.12,17,79.00
="031262",日盛Y5,"27,000",4,"15,950",0.63,0.63,0.55,0.55,－,0.19,0.51,25,0.53,10,27.60
="031264",23統一,"108,000",1,"10,800",0.10,0.10,0.10,0.10,－,0.01,0.06,200,0.10,20,139.50
="031265",24統一,"680,000",5,"6,800",0.01,0.01,0.01,0.01,,0.00,0.01,30,0.02,1627,78.50
="031323",日盛Y9,0,0,0,--,--,--,--,,0.00,0.01,25,0.03,80,6.83
="031438",國票AG,"1,514,000",85,"169,890",0.14,0.15,0.09,0.09,－,0.07,0.08,503,0.09,90,139.50
="031473",32統一,0,0,0,--,--,--,--,,0.00,0.03,10,0.09,300,18.75
="031475",D6元大,"693,000",32,"1,579,230",1.99,2.42,1.99,2.40,＋,0.37,2.40,439,2.41,110,20.35
="031506",中信5V,0,0,0,--,--,--,--,,0.00,--,0,0.01,436,80.50
="031552",日盛AC,0,0,0,--,--,--,--,,0.00,0.01,125,0.02,137,42.00
="031573",KN富邦,0,0,0,--,--,--,--,,0.00,0.03,200,0.09,100,79.00
="031583",9U元富,"68,000",6,"14,650",0.23,0.23,0.20,0.20,－,0.04,0.17,22,0.20,57,79.00
="031606",中信6K,"299,000",1,"2,990",0.01,0.01,0.01,0.01,－,0.01,0.01,499,0.02,10,272.50
="031644",KX富邦,0,0,0,--,--,--,--,,0.00,--,0,0.10,50,7.97
="031663",LC富邦,0,0,0,--,--,--,--,,0.00,--,0,0.08,10,11.15
="031672",45統一,0,0,0,--,--,--,--,,0.00,0.01,10,0.10,11,58.00
="031673",46統一,0,0,0,--,--,--,--,,0.00,0.01,10,0.10,10,212.00
="031733",中信6W,0,0,0,--,--,--,--,,0.00,--,0,0.01,23,"2,175.00"
="031739",50統一,0,0,0,--,--,--,--,,0.00,0.13,10,0.22,10,28.10
="031740",51統一,0,0,0,--,--,--,--,,0.00,0.01,10,0.10,10,28.10
="031741",52統一,"155,000",3,"1,550",0.01,0.01,0.01,0.01,,0.00,0.01,10,0.02,62,185.50
="031742",53統一,"215,000",3,"2,150",0.01,0.01,0.01,0.01,X,0.00,0.01,10,0.02,10,245.00
="031743",54統一,0,0,0,--,--,--,--,,0.00,0.01,10,0.10,139,139.50
="031744",55統一,"40,000",1,400,0.01,0.01,0.01,0.01,－,0.01,0.01,10,0.09,10,139.50
="031745",56統一,"718,000",4,"7,180",0.01,0.01,0.01,0.01,,0.00,0.01,10,0.10,10,"2,175.00"
="031746",57統一,"432,000",6,"4,320",0.01,0.01,0.01,0.01,,0.00,0.01,10,0.10,10,"2,175.00"
="031747",58統一,"100,000",1,"1,000",0.01,0.01,0.01,0.01,,0.00,0.01,20,0.10,10,"2,175.00"
="031748",59統一,0,0,0,--,--,--,--,,0.00,0.01,10,0.02,209,"2,175.00"
="031759",J6元大,0,0,0,--,--,--,--,,0.00,--,0,0.02,100,"2,175.00"
="031764",LE凱基,"10,000",10,100,0.01,0.01,0.01,0.01,,0.00,--,0,0.01,434,"2,175.00"
="031765",LF凱基,0,0,0,--,--,--,--,,0.00,--,0,0.01,608,"2,175.00"
="031767",LH凱基,0,0,0,--,--,--,--,,0.00,--,0,0.01,170,"2,175.00"
="031771",LN凱基,"65,000",2,"1,700",0.04,0.04,0.02,0.02,X,0.00,0.02,30,0.12,30,435.00
03177B,元熊I1,0,0,0,--,--,--,--,,0.00,3.28,499,3.29,499,"8,114.26"
03178B,元熊18,0,0,0,--,--,--,--,,0.00,5.00,499,5.05,499,957.25
="031800",LM富邦,0,0,0,--,--,--,--,,0.00,--,0,0.46,7,"2,175.00"
="031801",LN富邦,0,0,0,--,--,--,--,,0.00,--,0,--,0,"2,175.00"
="031802",LP富邦,0,0,0,--,--,--,--,,0.00,--,0,0.10,5,"2,175.00"
="031803",LQ富邦,0,0,0,--,--,--,--,,0.00,--,0,0.10,30,"2,175.00"
="031804",LR富邦,0,0,0,--,--,--,--,,0.00,--,0,0.10,50,48.20
03180B,元熊J1,"96,000",3,"309,810",3.11,3.23,3.11,3.23,＋,0.19,3.22,509,3.23,499,"8,114.26"
