105年01月04日大盤統計資訊
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%)
="037657",ZU元大,"160,000",3,"72,700",0.47,0.47,0.43,0.43,－,0.11,0.44,100,0.45,100,28.70
="037658",ZV元大,"340,000",4,"233,000",0.65,0.70,0.65,0.70,＋,0.04,0.66,100,0.68,100,130.00
="037659",ZW元大,0,0,0,--,--,--,--,,0.00,5.45,100,--,0,79.00
="037660",ZX元大,"955,000",38,"204,010",0.24,0.50,0.20,0.21,－,0.04,0.20,100,0.21,10,160.00
="037661",ZY元大,0,0,0,--,--,--,--,,0.00,2.33,100,2.36,10,58.00
="037662",元富F7,"12,000",1,"16,680",1.39,1.39,1.39,1.39,X,0.00,1.38,25,1.39,25,36.60
="037663",元富F8,"170,000",4,"45,200",0.27,0.27,0.26,0.27,－,0.02,0.26,25,0.27,25,72.00
="037664",元富F9,0,0,0,--,--,--,--,,0.00,4.05,25,4.13,10,129.50
="037665",元富G1,0,0,0,--,--,--,--,,0.00,0.03,75,0.04,25,71.20
="037666",日盛50,0,0,0,--,--,--,--,,0.00,0.97,499,0.98,499,245.00
="037667",日盛51,0,0,0,--,--,--,--,,0.00,0.52,25,0.53,25,77.30
="037668",LD永豐,"335,000",4,"195,650",0.60,0.60,0.54,0.59,＋,0.01,0.59,10,0.60,10,135.00
="037669",LE永豐,0,0,0,--,--,--,--,,0.00,2.45,10,2.51,10,21.10
="037670",LF永豐,0,0,0,--,--,--,--,,0.00,0.36,10,0.37,10,89.60
="037671",LG永豐,0,0,0,--,--,--,--,,0.00,1.47,10,1.48,10,28.10
="037672",LH永豐,0,0,0,--,--,--,--,,0.00,0.35,10,0.38,10,41.45
="037673",N8中信,0,0,0,--,--,--,--,,0.00,0.17,30,0.18,10,9.46
="037674",N9中信,0,0,0,--,--,--,--,,0.00,0.22,30,0.23,10,9.46
="037675",AA中信,0,0,0,--,--,--,--,,0.00,0.80,499,0.81,299,0.00
="037676",凱基JH,"653,000",22,"188,440",0.32,0.32,0.27,0.27,－,0.07,0.27,50,0.28,30,18.05
="037677",凱基JN,0,0,0,--,--,--,--,,0.00,0.30,30,0.31,30,18.75
="037678",凱基JP,0,0,0,--,--,--,--,,0.00,0.18,30,0.19,30,21.00
="037679",凱基JQ,"250,000",5,"54,700",0.25,0.25,0.20,0.20,－,0.08,0.19,60,0.20,30,9.11
="037680",凱基JR,0,0,0,--,--,--,--,,0.00,0.34,30,0.35,30,163.00
="037681",凱基JS,0,0,0,--,--,--,--,,0.00,0.65,30,0.66,30,41.15
="037682",凱基JT,"64,000",2,"47,720",0.73,0.75,0.73,0.75,－,0.10,0.72,30,0.73,30,245.00
="037683",凱基JU,"1,000",1,150,0.15,0.15,0.15,0.15,－,0.04,0.13,30,0.14,30,17.40
="037684",凱基JW,0,0,0,--,--,--,--,,0.00,0.65,30,0.66,30,21.55
="037685",玉山MC,"641,000",6,"101,150",0.17,0.17,0.14,0.14,－,0.08,0.14,10,0.24,10,0.00
="037686",玉山MD,"130,000",1,"80,600",0.62,0.62,0.62,0.62,X,0.00,0.59,13,0.62,13,0.00
="037687",G3國泰,0,0,0,--,--,--,--,,0.00,0.14,499,0.15,100,71.20
="037688",G4國泰,0,0,0,--,--,--,--,,0.00,2.10,240,2.13,50,60.80
="037689",G5國泰,0,0,0,--,--,--,--,,0.00,1.33,370,1.36,10,130.00
="037690",G6國泰,"20,000",2,"34,700",1.71,1.76,1.71,1.76,X,0.00,1.68,300,1.70,250,59.55
="037691",G7國泰,"81,000",6,"28,440",0.37,0.37,0.34,0.34,－,0.08,0.30,30,0.31,30,8.32
="037692",8D富邦,"51,000",5,"4,990",0.10,0.10,0.09,0.09,－,0.04,0.09,50,0.10,15,17.50
="037693",8E富邦,0,0,0,--,--,--,--,,0.00,0.05,50,0.10,15,68.00
="037694",8F富邦,0,0,0,--,--,--,--,,0.00,0.82,10,0.83,300,25.15
="037695",8G富邦,0,0,0,--,--,--,--,,0.00,1.13,20,1.14,20,0.00
="037696",8H富邦,"3,000",1,"2,040",0.68,0.68,0.68,0.68,X,0.00,0.65,20,0.66,20,0.00
="037697",I1群益,0,0,0,--,--,--,--,,0.00,1.62,25,1.69,10,139.50
="037698",I2群益,0,0,0,--,--,--,--,,0.00,0.06,25,0.10,10,68.00
="037699",I3群益,"6,000",1,"19,320",3.22,3.22,3.22,3.22,X,0.00,3.06,25,3.10,10,86.60
="037700",I4群益,"10,000",1,"1,600",0.16,0.16,0.16,0.16,X,0.00,0.14,25,0.15,10,223.50
="037701",I6群益,"20,000",1,"11,200",0.56,0.56,0.56,0.56,X,0.00,0.53,25,0.54,10,245.00
="037702",FJ統一,0,0,0,--,--,--,--,,0.00,0.93,10,0.95,10,45.85
="037703",FK統一,"40,000",2,"9,600",0.24,0.24,0.24,0.24,X,0.00,0.24,68,0.25,68,272.50
="037704",FL統一,0,0,0,--,--,--,--,,0.00,1.26,10,1.35,10,28.10
="037705",FM統一,"150,000",3,"47,500",0.33,0.33,0.30,0.30,X,0.00,0.28,60,0.29,10,9.46
="037706",FN統一,0,0,0,--,--,--,--,,0.00,0.22,10,0.23,10,9.60
="037707",FP統一,"9,000",3,"2,460",0.30,0.30,0.26,0.26,X,0.00,0.25,20,0.26,20,79.00
="037708",FQ統一,0,0,0,--,--,--,--,,0.00,0.10,20,0.11,20,71.20
="037709",兆豐MT,0,0,0,--,--,--,--,,0.00,0.52,10,0.53,10,59.55
="037710",兆豐MU,0,0,0,--,--,--,--,,0.00,0.13,10,0.14,10,50.60
="037711",兆豐MV,"432,000",3,"310,320",0.86,0.86,0.68,0.68,－,0.17,0.62,10,0.65,10,11.45
="037712",兆豐MW,"50,000",5,"75,750",1.63,1.63,1.39,1.49,－,0.14,1.46,10,1.54,10,126.50
="037713",兆豐MX,"20,000",2,"9,900",0.47,0.52,0.47,0.52,－,0.08,0.46,10,0.48,10,13.75
="037714",兆豐MY,0,0,0,--,--,--,--,,0.00,0.02,10,0.03,10,125.00
="037715",兆豐MZ,0,0,0,--,--,--,--,,0.00,0.05,10,0.06,20,272.50
="037716",兆豐NA,0,0,0,--,--,--,--,,0.00,0.04,10,0.05,10,223.50
="037717",兆豐NB,"225,000",24,"129,930",0.66,0.66,0.54,0.54,－,0.10,0.54,399,--,0,12.80
="037718",兆豐NC,"1,062,000",39,"779,500",0.64,0.81,0.64,0.67,－,0.03,0.66,20,--,0,148.50
="037719",兆豐ND,"46,000",7,"22,360",0.60,0.60,0.47,0.48,－,0.21,0.48,10,0.51,10,59.55
="037720",臺銀88,0,0,0,--,--,--,--,,0.00,0.07,10,0.10,10,0.00
="037721",日盛55,0,0,0,--,--,--,--,,0.00,0.12,25,0.13,25,71.20
="037722",日盛56,0,0,0,--,--,--,--,,0.00,5.95,25,6.35,10,79.00
="037723",凱基LG,"29,000",3,"44,980",1.54,1.56,1.52,1.52,－,0.24,1.50,30,1.52,30,84.60
="037724",凱基LH,0,0,0,--,--,--,--,,0.00,5.20,30,5.40,30,79.00
="037725",元大A2,"9,000",2,"2,260",0.26,0.26,0.24,0.24,－,0.12,0.24,96,0.25,10,24.15
="037726",元大A3,"50,000",2,"13,000",0.26,0.26,0.26,0.26,X,0.00,0.25,100,0.26,100,24.20
="037727",元大A4,0,0,0,--,--,--,--,,0.00,0.12,100,0.13,100,50.60
="037728",元大A5,"1,003,000",21,"660,800",0.71,0.80,0.64,0.80,＋,0.06,0.64,1,0.80,1,245.00
="037729",元大A6,"90,000",3,"15,400",0.18,0.18,0.16,0.16,－,0.03,0.15,100,0.16,100,17.50
="037730",元大A7,0,0,0,--,--,--,--,,0.00,1.60,499,1.61,10,28.10
="037731",元大A8,0,0,0,--,--,--,--,,0.00,2.01,499,2.04,10,28.10
="037732",元大A9,"827,000",5,"149,360",0.18,0.19,0.18,0.19,－,0.02,0.17,100,0.18,100,160.00
="037733",凱基KE,"5,000",1,"7,950",1.59,1.59,1.59,1.59,X,0.00,1.60,30,1.70,30,28.10
="037734",凱基KF,0,0,0,--,--,--,--,,0.00,0.97,30,1.07,30,29.45
="037735",凱基KG,"41,000",6,"36,130",1.01,1.01,0.82,0.86,－,0.38,0.86,30,0.87,30,59.55
="037736",凱基KJ,0,0,0,--,--,--,--,,0.00,0.05,30,0.06,30,68.00
="037737",LL永豐,"60,000",2,"23,000",0.39,0.39,0.38,0.38,－,0.02,0.35,10,0.36,10,41.15
="037738",LM永豐,0,0,0,--,--,--,--,,0.00,0.40,10,0.41,10,0.00
="037739",LN永豐,0,0,0,--,--,--,--,,0.00,0.30,10,0.31,10,25.55
="037740",LP永豐,0,0,0,--,--,--,--,,0.00,3.97,10,4.07,10,32.25
="037741",LQ永豐,"63,000",1,"30,870",0.49,0.49,0.49,0.49,＋,0.01,0.49,10,0.50,10,180.00
="037742",LR永豐,0,0,0,--,--,--,--,,0.00,0.33,10,0.34,10,422.50
="037743",LS永豐,0,0,0,--,--,--,--,,0.00,0.19,10,0.20,10,72.00
="037744",LT永豐,"1,600,000",11,"306,000",0.20,0.20,0.17,0.18,X,0.00,0.16,10,0.17,10,21.55
="037745",LU永豐,"171,000",4,"57,280",0.33,0.34,0.33,0.34,－,0.03,0.32,10,0.33,10,24.20
="037746",LV永豐,0,0,0,--,--,--,--,,0.00,0.12,10,0.13,10,59.55
="037747",LW永豐,"255,000",3,"108,500",0.46,0.46,0.42,0.42,－,0.09,0.41,10,0.42,10,7.67
="037748",LX永豐,0,0,0,--,--,--,--,,0.00,0.11,10,0.12,10,11.60
="037749",LY永豐,0,0,0,--,--,--,--,,0.00,0.08,10,0.09,10,58.10
="037750",LZ永豐,0,0,0,--,--,--,--,,0.00,2.28,10,2.38,10,76.60
="037751",MA永豐,"1,000",1,80,0.08,0.08,0.08,0.08,X,0.00,0.07,10,0.08,10,17.40
="037752",MB永豐,"348,000",8,"347,120",1.00,1.02,0.96,0.96,－,0.14,0.93,10,0.94,10,45.85
="037753",MC永豐,0,0,0,--,--,--,--,,0.00,0.10,10,0.11,10,116.00
="037754",MD永豐,"10,000",1,"5,900",0.59,0.59,0.59,0.59,－,0.08,0.57,10,0.58,10,65.40
="037755",AC中信,"110,000",8,"54,500",0.55,0.55,0.45,0.47,－,0.14,0.47,99,0.48,99,59.55
="037756",AD中信,"122,000",4,"38,740",0.31,0.32,0.31,0.31,X,0.00,0.30,499,0.31,499,79.00
="037757",AE中信,"50,000",1,"12,000",0.24,0.24,0.24,0.24,X,0.00,0.23,499,0.24,449,79.00
="037758",AF中信,0,0,0,--,--,--,--,,0.00,0.20,499,0.21,499,79.00
="037759",AG中信,0,0,0,--,--,--,--,,0.00,0.09,499,0.10,499,9.60
="037760",J6群益,"200,000",1,"144,000",0.72,0.72,0.72,0.72,X,0.00,0.70,25,0.73,10,11.80
="037761",J7群益,0,0,0,--,--,--,--,,0.00,0.48,25,0.49,10,79.00
="037762",J8群益,0,0,0,--,--,--,--,,0.00,2.15,25,2.16,10,28.10
="037763",J9群益,0,0,0,--,--,--,--,,0.00,0.12,25,0.13,10,9.60
="037764",K1群益,0,0,0,--,--,--,--,,0.00,0.28,25,0.29,10,160.00
="037765",K2群益,"23,000",3,"53,140",2.37,2.38,2.23,2.23,－,0.15,2.24,25,2.25,10,86.60
="037766",K3群益,"1,160,000",31,"1,439,380",1.48,1.48,1.02,1.11,－,0.34,1.11,25,1.12,10,59.55
="037767",K4群益,"20,000",2,"11,100",0.54,0.57,0.54,0.57,－,0.22,0.56,25,0.57,10,59.55
="037768",K7群益,0,0,0,--,--,--,--,,0.00,0.40,25,0.41,10,435.00
="037769",K8群益,0,0,0,--,--,--,--,,0.00,0.12,25,0.13,10,435.00
="037770",G8國泰,0,0,0,--,--,--,--,,0.00,5.10,30,--,0,32.25
="037771",G9國泰,"99,000",6,"67,260",0.74,0.74,0.66,0.66,－,0.05,0.64,499,0.65,100,89.60
="037772",H1國泰,"15,000",3,"7,850",0.55,0.55,0.49,0.49,X,0.00,0.16,76,--,0,9.60
="037773",H2國泰,0,0,0,--,--,--,--,,0.00,1.01,499,1.02,400,59.55
="037774",8K富邦,"430,000",4,"101,900",0.23,0.25,0.23,0.25,－,0.07,0.25,200,0.26,50,57.40
="037775",8L富邦,0,0,0,--,--,--,--,,0.00,0.54,200,0.55,200,79.00
="037776",8M富邦,0,0,0,--,--,--,--,,0.00,0.32,200,0.33,200,79.00
="037777",8N富邦,0,0,0,--,--,--,--,,0.00,0.09,200,0.10,200,79.00
="037778",8P富邦,"20,000",1,"19,000",0.95,0.95,0.95,0.95,－,0.19,0.93,10,0.94,200,53.60
="037779",8Q富邦,0,0,0,--,--,--,--,,0.00,0.75,200,0.78,50,65.40
="037780",8R富邦,"1,000",1,"1,520",1.52,1.52,1.52,1.52,X,0.00,1.57,30,1.60,10,130.00
="037781",8S富邦,0,0,0,--,--,--,--,,0.00,0.91,50,0.93,50,59.55
="037782",元富G3,"118,000",8,"58,160",0.53,0.53,0.43,0.47,－,0.10,0.40,50,0.46,10,0.00
="037783",元富G4,0,0,0,--,--,--,--,,0.00,1.09,25,1.19,10,28.10
="037784",元富G5,0,0,0,--,--,--,--,,0.00,0.10,25,0.11,25,223.50
="037785",元富G6,0,0,0,--,--,--,--,,0.00,0.23,25,0.24,25,76.70
="037786",元富G7,0,0,0,--,--,--,--,,0.00,0.91,25,0.92,25,189.00
="037787",元富G8,0,0,0,--,--,--,--,,0.00,1.53,25,1.63,10,41.90
="037788",元富G9,"85,000",3,"49,360",0.60,0.60,0.58,0.58,－,0.18,0.61,50,0.62,25,25.55
="037789",元富H1,"125,000",1,"20,000",0.16,0.16,0.16,0.16,X,0.00,0.15,25,0.16,25,79.00
="037790",元富H2,"20,000",1,"2,000",0.10,0.10,0.10,0.10,X,0.00,0.10,25,0.11,25,79.00
="037791",MF永豐,0,0,0,--,--,--,--,,0.00,0.14,10,0.15,10,9.60
="037792",MG永豐,"40,000",1,"8,800",0.22,0.22,0.22,0.22,X,0.00,0.22,10,0.23,10,160.00
="037793",MH永豐,0,0,0,--,--,--,--,,0.00,0.12,10,0.13,10,76.70
="037794",MI永豐,0,0,0,--,--,--,--,,0.00,0.31,10,0.32,10,189.00
="037795",MJ永豐,0,0,0,--,--,--,--,,0.00,1.24,10,1.28,10,27.60
="037796",MK永豐,"17,000",3,"79,250",4.91,4.91,4.45,4.45,X,0.00,4.45,3,4.52,10,45.60
="037797",ML永豐,0,0,0,--,--,--,--,,0.00,0.18,10,0.19,10,80.50
="037798",MM永豐,"171,000",6,"122,100",0.74,0.74,0.70,0.70,－,0.05,0.66,10,0.67,10,47.10
="037799",AJ中信,0,0,0,--,--,--,--,,0.00,0.29,99,0.30,99,59.55
="037800",AK中信,0,0,0,--,--,--,--,,0.00,0.66,30,0.68,30,36.60
="037801",AL中信,0,0,0,--,--,--,--,,0.00,0.88,30,0.98,10,28.10
="037802",AM中信,0,0,0,--,--,--,--,,0.00,0.91,30,1.01,30,28.10
="037803",AN中信,0,0,0,--,--,--,--,,0.00,0.27,10,0.28,10,80.50
="037804",LR第一,0,0,0,--,--,--,--,,0.00,0.18,10,0.19,10,79.00
="037805",LS第一,0,0,0,--,--,--,--,,0.00,0.32,10,0.33,10,68.00
="037806",LT第一,0,0,0,--,--,--,--,,0.00,0.16,10,0.17,10,11.85
="037807",LU第一,0,0,0,--,--,--,--,,0.00,0.19,10,0.20,10,16.40
="037808",LV第一,0,0,0,--,--,--,--,,0.00,0.84,10,0.85,10,72.00
="037809",LW第一,0,0,0,--,--,--,--,,0.00,0.55,10,0.56,10,435.00
="037810",LX第一,0,0,0,--,--,--,--,,0.00,0.54,10,0.55,10,163.00
="037811",LY第一,"1,000",1,510,0.51,0.51,0.51,0.51,－,0.12,0.51,10,0.52,10,41.70
="037812",FR統一,0,0,0,--,--,--,--,,0.00,0.18,10,0.19,10,41.70
="037813",FS統一,0,0,0,--,--,--,--,,0.00,0.60,10,0.61,10,45.20
="037814",FT統一,"340,000",11,"50,620",0.16,0.16,0.14,0.15,－,0.04,0.14,60,0.15,20,435.00
="037815",FU統一,"4,483,000",71,"1,456,600",0.37,0.37,0.29,0.32,－,0.05,0.31,10,0.32,10,79.00
="037816",FV統一,"75,000",6,"18,700",0.25,0.25,0.24,0.24,－,0.04,0.24,5,0.25,15,70.80
="037817",FW統一,0,0,0,--,--,--,--,,0.00,1.09,10,1.18,10,28.10
="037818",FX統一,0,0,0,--,--,--,--,,0.00,1.01,20,1.02,20,28.10
="037819",FY統一,0,0,0,--,--,--,--,,0.00,0.09,20,0.10,20,223.50
="037820",元大B3,0,0,0,--,--,--,--,,0.00,0.82,100,0.83,10,24.35
="037821",元大B4,0,0,0,--,--,--,--,,0.00,0.25,100,0.26,50,19.65
="037822",元大B5,"10,000",1,"15,000",1.50,1.50,1.50,1.50,X,0.00,1.48,100,1.51,10,41.90
="037823",L6群益,0,0,0,--,--,--,--,,0.00,0.08,25,0.10,10,79.00
="037824",L7群益,0,0,0,--,--,--,--,,0.00,0.22,25,0.23,10,9.46
="037825",L8群益,0,0,0,--,--,--,--,,0.00,4.03,25,4.13,10,79.00
="037826",L9群益,0,0,0,--,--,--,--,,0.00,0.13,25,0.14,10,9.60
="037827",M1群益,0,0,0,--,--,--,--,,0.00,0.17,25,0.18,10,163.00
="037828",M2群益,0,0,0,--,--,--,--,,0.00,0.24,25,0.25,10,72.00
="037829",M3群益,"1,077,000",17,"367,890",0.44,0.44,0.31,0.33,－,0.17,0.33,25,0.34,10,59.55
="037830",M6群益,0,0,0,--,--,--,--,,0.00,1.39,25,1.40,10,28.10
="037831",M8群益,"10,000",1,500,0.05,0.05,0.05,0.05,X,0.00,0.03,45,0.10,10,71.20
="037832",元富H8,"48,000",2,"10,470",0.22,0.22,0.19,0.19,X,0.00,0.15,25,0.16,25,24.15
="037833",元富H9,0,0,0,--,--,--,--,,0.00,1.35,25,1.36,25,28.10
="037834",元富J1,"336,000",8,"187,350",0.58,0.58,0.52,0.52,－,0.11,0.52,25,0.53,25,41.15
="037835",元富J2,"205,000",13,"64,750",0.33,0.34,0.31,0.31,－,0.07,0.30,25,0.31,15,9.40
="037836",元富J3,0,0,0,--,--,--,--,,0.00,2.61,25,2.66,10,45.10
="037837",元富J4,0,0,0,--,--,--,--,,0.00,0.69,25,0.71,25,7.67
="037838",元富J5,0,0,0,--,--,--,--,,0.00,0.66,25,0.67,25,189.00
="037839",元富J6,0,0,0,--,--,--,--,,0.00,0.23,25,0.24,25,11.60
="037840",元富J7,0,0,0,--,--,--,--,,0.00,0.06,25,0.07,25,223.50
="037841",元富J8,"40,000",1,"10,000",0.25,0.25,0.25,0.25,X,0.00,0.20,25,0.21,25,42.00
="037842",元富J9,"100,000",1,"32,000",0.32,0.32,0.32,0.32,－,0.03,0.26,25,0.27,25,21.55
="037843",凱基KP,"85,000",3,"82,250",1.00,1.00,0.91,0.91,－,0.11,0.90,30,0.91,30,245.00
="037844",凱基KR,0,0,0,--,--,--,--,,0.00,0.15,30,0.16,30,223.50
="037845",凱基KT,0,0,0,--,--,--,--,,0.00,0.15,30,0.16,30,223.50
="037846",凱基KU,"278,000",5,"94,120",0.36,0.36,0.31,0.32,－,0.14,0.31,30,0.33,30,435.00
="037847",凱基KV,"10,000",1,"1,500",0.15,0.15,0.15,0.15,－,0.06,0.14,30,0.15,30,435.00
="037848",凱基KW,"10,000",1,700,0.07,0.07,0.07,0.07,－,0.03,0.06,274,0.07,30,435.00
="037849",凱基LB,"448,000",28,"633,190",1.52,1.52,1.29,1.29,－,0.21,1.30,30,1.31,30,36.60
="037850",凱基LC,"3,000",1,"3,210",1.07,1.07,1.07,1.07,－,0.26,1.08,30,1.09,30,36.60
="037851",凱基LD,0,0,0,--,--,--,--,,0.00,0.37,30,0.38,30,149.00
="037852",凱基LE,0,0,0,--,--,--,--,,0.00,0.37,30,0.38,30,79.00
="037853",凱基LF,"50,000",1,"25,000",0.50,0.50,0.50,0.50,X,0.00,0.50,30,0.51,30,77.30
="037854",日盛59,"10,000",2,"5,100",0.52,0.52,0.50,0.50,X,0.00,0.51,25,0.52,25,59.55
="037855",日盛60,"302,000",11,"44,060",0.17,0.17,0.13,0.14,－,0.07,0.14,489,0.15,150,79.00
="037856",日盛61,0,0,0,--,--,--,--,,0.00,2.00,499,2.04,10,86.60
="037857",日盛62,0,0,0,--,--,--,--,,0.00,0.14,25,0.15,25,72.00
="037858",H4國泰,0,0,0,--,--,--,--,,0.00,1.78,290,1.79,10,28.10
="037859",H5國泰,"24,000",3,"24,880",1.02,1.06,1.02,1.06,＋,0.04,1.02,490,1.03,10,180.00
="037860",8U富邦,"50,000",1,"14,000",0.28,0.28,0.28,0.28,－,0.03,0.25,200,0.26,100,21.55
="037861",8V富邦,0,0,0,--,--,--,--,,0.00,1.71,200,1.72,50,84.60
="037862",8W富邦,"4,000",3,"3,770",1.03,1.03,0.91,0.92,－,0.14,0.91,200,0.92,100,84.60
="037863",8X富邦,0,0,0,--,--,--,--,,0.00,0.01,250,0.05,50,223.50
="037864",8Y富邦,0,0,0,--,--,--,--,,0.00,0.93,10,0.94,200,245.00
="037865",8Z富邦,"13,000",3,"17,570",1.35,1.36,1.35,1.35,－,0.35,1.35,20,1.36,20,139.50
="037866",兆豐NF,"902,000",33,"589,240",0.74,0.74,0.61,0.62,－,0.13,0.61,5,0.62,10,79.00
="037867",兆豐NG,0,0,0,--,--,--,--,,0.00,--,0,--,0,79.00
="037868",AP中信,"50,000",1,"31,500",0.63,0.63,0.63,0.63,－,0.13,0.63,99,0.64,99,59.55
="037869",MN永豐,0,0,0,--,--,--,--,,0.00,0.03,10,0.04,10,68.00
="037870",MP永豐,0,0,0,--,--,--,--,,0.00,0.94,10,0.95,10,28.10
="037871",MQ永豐,0,0,0,--,--,--,--,,0.00,0.28,10,0.29,10,78.50
="037872",MR永豐,0,0,0,--,--,--,--,,0.00,2.55,10,2.64,10,129.50
="037873",MS永豐,"266,000",23,"256,560",1.14,1.14,0.91,0.91,－,0.27,0.91,10,0.92,10,84.60
="037874",日盛63,"13,000",2,"12,230",0.91,0.95,0.91,0.95,－,0.02,0.86,150,0.87,70,44.85
="037875",日盛64,0,0,0,--,--,--,--,,0.00,1.35,25,1.38,10,58.00
="037876",日盛65,"88,000",4,"39,260",0.44,0.45,0.42,0.42,－,0.09,0.39,75,0.40,25,24.15
="037877",日盛66,0,0,0,--,--,--,--,,0.00,0.22,499,0.23,499,272.50
="037878",日盛67,"421,000",12,"242,720",0.54,0.59,0.54,0.59,＋,0.01,0.57,75,0.58,25,130.00
="037879",日盛68,0,0,0,--,--,--,--,,0.00,0.81,499,0.82,300,30.48
="037880",凱基LL,0,0,0,--,--,--,--,,0.00,4.42,30,4.48,30,79.00
="037881",凱基LM,"20,000",2,"27,100",1.41,1.41,1.30,1.30,－,0.22,1.27,36,1.30,30,139.50
="037882",LZ第一,"1,000",1,"2,330",2.33,2.33,2.33,2.33,－,0.05,2.20,10,2.22,10,180.00
="037883",GB統一,"999,000",20,"487,500",0.48,0.50,0.48,0.48,－,0.09,0.49,68,0.50,50,79.00
="037884",GC統一,"2,000",1,760,0.38,0.38,0.38,0.38,－,0.04,0.35,10,0.36,10,9.46
="037885",GD統一,0,0,0,--,--,--,--,,0.00,0.15,10,0.16,10,71.20
="037886",GE統一,0,0,0,--,--,--,--,,0.00,0.53,10,0.54,10,245.00
="037887",N1群益,0,0,0,--,--,--,--,,0.00,0.25,25,0.26,10,223.50
="037888",N2群益,0,0,0,--,--,--,--,,0.00,1.41,25,1.43,10,180.00
="037889",N3群益,0,0,0,--,--,--,--,,0.00,2.30,25,2.37,10,86.60
="037890",N4群益,"655,000",5,"254,150",0.41,0.41,0.38,0.40,X,0.00,0.39,25,0.40,175,272.50
="037891",元大B6,"210,000",6,"45,450",0.24,0.24,0.20,0.20,－,0.05,0.19,100,0.20,90,3.75
="037892",元大B7,0,0,0,--,--,--,--,,0.00,4.05,100,--,0,129.50
="037893",元大B8,"19,000",2,"27,630",1.55,1.55,1.42,1.42,X,0.00,1.36,100,1.46,10,27.60
="037894",元大B9,"250,000",2,"51,000",0.21,0.21,0.18,0.18,X,0.00,0.17,100,0.18,100,79.00
="037895",元大C1,0,0,0,--,--,--,--,,0.00,0.08,100,0.09,100,116.00
="037896",元大C2,0,0,0,--,--,--,--,,0.00,3.26,100,--,0,79.00
="037897",元大C4,"200,000",2,"83,000",0.42,0.42,0.41,0.41,X,0.00,0.39,100,0.40,100,9.46
="037898",元大C6,0,0,0,--,--,--,--,,0.00,0.30,100,0.31,100,9.46
="037899",元富K5,0,0,0,--,--,--,--,,0.00,0.16,25,0.17,25,80.50
="037900",元富K6,"64,000",1,"59,520",0.93,0.93,0.93,0.93,－,0.01,0.83,25,0.84,25,245.00
="037901",元富K7,"464,000",37,"391,110",0.78,0.92,0.78,0.78,X,0.00,0.76,25,0.79,25,148.50
="037902",元富K8,0,0,0,--,--,--,--,,0.00,0.84,25,0.85,25,272.50
="037903",元富K9,0,0,0,--,--,--,--,,0.00,0.11,25,0.12,25,43.55
="037904",元富L1,0,0,0,--,--,--,--,,0.00,1.89,25,1.90,25,28.10
="037905",元富L2,0,0,0,--,--,--,--,,0.00,1.09,25,1.10,25,30.48
="037906",元富L3,0,0,0,--,--,--,--,,0.00,0.27,25,0.28,25,59.55
="037907",H7國泰,0,0,0,--,--,--,--,,0.00,0.97,499,0.98,211,59.55
="037908",H8國泰,"90,000",3,"47,400",0.55,0.55,0.52,0.52,－,0.03,0.40,499,0.41,100,24.15
="037909",9C富邦,0,0,0,--,--,--,--,,0.00,1.01,200,1.02,200,30.48
="037910",9D富邦,"40,000",3,"16,600",0.41,0.42,0.41,0.41,－,0.22,0.41,50,0.42,50,59.55
="037911",MT永豐,0,0,0,--,--,--,--,,0.00,2.08,10,2.14,10,79.00
="037912",MU永豐,0,0,0,--,--,--,--,,0.00,0.18,10,0.19,10,28.70
="037913",AQ中信,0,0,0,--,--,--,--,,0.00,0.27,99,0.28,99,59.55
="037914",AR中信,0,0,0,--,--,--,--,,0.00,0.37,499,0.38,299,0.00
="037915",元大D1,"646,000",3,"83,880",0.13,0.13,0.12,0.12,－,0.03,0.10,100,0.11,100,3.75
="037916",元大D2,"410,000",9,"89,520",0.25,0.25,0.21,0.23,－,0.04,0.21,30,0.24,10,272.50
="037917",元大D5,0,0,0,--,--,--,--,,0.00,0.01,396,--,0,163.00
="037918",元大D6,"78,000",5,"78,940",1.08,1.08,0.89,0.91,－,0.18,0.94,100,0.96,100,126.50
="037919",元大D7,"10,000",1,"5,300",0.53,0.53,0.53,0.53,－,0.02,0.53,100,0.55,10,135.00
="037920",元大D8,0,0,0,--,--,--,--,,0.00,0.14,20,0.41,17,435.00
="037921",元大D9,"3,772,000",54,"1,950,640",0.58,0.58,0.46,0.47,－,0.15,0.46,110,0.47,100,18.05
="037922",元大E1,"354,000",3,"91,940",0.26,0.26,0.24,0.24,－,0.08,0.23,100,0.24,100,9.46
="037923",元大E3,"100,000",1,"35,000",0.35,0.35,0.35,0.35,－,0.10,0.34,100,0.35,100,18.00
="037924",元大E4,0,0,0,--,--,--,--,,0.00,1.90,100,1.95,100,21.10
="037925",康和N6,0,0,0,--,--,--,--,,0.00,0.17,10,0.18,10,245.00
="037926",康和N7,0,0,0,--,--,--,--,,0.00,0.53,10,0.54,10,130.00
="037927",元富L5,0,0,0,--,--,--,--,,0.00,0.76,25,0.77,25,59.55
="037928",元富L6,0,0,0,--,--,--,--,,0.00,0.53,25,0.54,25,245.00
="037929",元富L7,"125,000",2,"83,750",0.71,0.71,0.66,0.66,－,0.16,0.63,25,0.66,25,11.45
="037930",元富L8,"10,000",1,"9,500",0.95,0.95,0.95,0.95,＋,0.10,0.91,25,0.92,10,180.00
