105年02月01日大盤統計資訊
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%)
="037635",ZF元大,"121,000",5,"121,500",1.01,1.01,0.98,1.00,＋,0.07,0.99,100,1.03,10,51.90
="037636",ZG元大,"54,000",7,"58,620",1.02,1.16,1.02,1.12,＋,0.14,1.10,499,1.13,10,46.00
="037637",ZH元大,0,0,0,--,--,--,--,,0.00,--,0,--,0,79.50
="037638",ZI元大,"20,000",1,"3,000",0.15,0.15,0.15,0.15,,0.00,0.02,50,--,0,79.50
="037639",日盛47,0,0,0,--,--,--,--,,0.00,0.14,25,0.15,10,210.00
="037640",日盛48,0,0,0,--,--,--,--,,0.00,2.73,25,2.83,10,28.45
="037641",日盛49,"10,000",1,"25,200",2.52,2.52,2.52,2.52,X,0.00,2.54,25,2.60,10,51.90
="037642",凱基HU,"5,000",1,250,0.05,0.05,0.05,0.05,＋,0.01,0.03,30,0.05,30,81.00
="037643",凱基HW,"28,000",6,"23,100",0.88,0.88,0.79,0.79,－,0.13,0.80,30,0.81,30,14.86
="037644",凱基HX,0,0,0,--,--,--,--,,0.00,--,0,0.05,30,40.10
="037645",凱基HY,0,0,0,--,--,--,--,,0.00,0.02,30,0.03,30,8.85
="037646",凱基JB,"107,000",4,"103,130",0.96,1.04,0.96,1.04,X,0.00,0.91,30,0.92,30,66.00
="037647",凱基JC,0,0,0,--,--,--,--,,0.00,0.31,30,0.35,30,38.70
="037648",凱基JD,"5,000",2,"5,700",1.14,1.14,1.14,1.14,X,0.00,1.10,30,1.14,30,98.90
="037649",凱基JE,"23,000",4,"4,490",0.17,0.23,0.17,0.23,＋,0.08,0.23,30,0.24,30,74.20
="037650",LQ第一,0,0,0,--,--,--,--,,0.00,0.12,10,0.18,10,8.11
="037651",FG統一,0,0,0,--,--,--,--,,0.00,0.09,10,0.10,10,40.10
="037652",FH統一,0,0,0,--,--,--,--,,0.00,0.89,68,0.92,68,128.00
="037653",ZQ元大,"170,000",9,"44,250",0.27,0.27,0.23,0.25,－,0.04,0.25,80,0.26,100,40.10
="037654",ZR元大,"320,000",5,"282,200",0.93,0.93,0.86,0.86,－,0.02,0.87,100,0.88,100,18.70
="037655",ZS元大,"416,000",7,"279,780",0.72,0.72,0.66,0.69,－,0.03,0.69,99,0.70,100,69.50
="037656",ZT元大,0,0,0,--,--,--,--,,0.00,--,0,0.02,130,8.11
="037657",ZU元大,"300,000",1,"114,000",0.38,0.38,0.38,0.38,－,0.05,0.30,100,0.31,100,30.35
="037658",ZV元大,0,0,0,--,--,--,--,,0.00,0.28,100,0.30,100,128.00
="037659",ZW元大,0,0,0,--,--,--,--,,0.00,4.79,100,--,0,76.50
="037660",ZX元大,0,0,0,--,--,--,--,,0.00,0.07,100,0.11,50,158.00
="037661",ZY元大,0,0,0,--,--,--,--,,0.00,1.91,100,1.94,10,55.50
="037662",元富F7,"100,000",2,"76,000",0.76,0.76,0.76,0.76,X,0.00,0.76,25,0.77,25,34.65
="037663",元富F8,"112,000",2,"37,960",0.34,0.34,0.33,0.33,－,0.05,0.34,25,0.35,25,80.50
="037664",元富F9,0,0,0,--,--,--,--,,0.00,2.95,25,3.03,10,118.50
="037665",元富G1,0,0,0,--,--,--,--,,0.00,0.01,25,0.04,274,64.30
="037666",日盛50,"30,000",3,"4,200",0.16,0.16,0.13,0.13,－,0.09,0.12,25,0.13,10,210.00
="037667",日盛51,0,0,0,--,--,--,--,,0.00,0.26,499,0.27,50,76.60
="037668",LD永豐,0,0,0,--,--,--,--,,0.00,1.42,10,1.46,10,175.00
="037669",LE永豐,0,0,0,--,--,--,--,,0.00,3.76,10,3.82,10,23.90
="037670",LF永豐,0,0,0,--,--,--,--,,0.00,0.38,10,0.39,10,98.90
="037671",LG永豐,0,0,0,--,--,--,--,,0.00,1.29,10,1.31,10,28.45
="037672",LH永豐,"455,000",15,"205,300",0.38,0.50,0.38,0.49,＋,0.11,0.48,10,0.49,10,46.00
="037673",N8中信,0,0,0,--,--,--,--,,0.00,0.02,30,0.03,10,8.85
="037674",N9中信,0,0,0,--,--,--,--,,0.00,0.06,30,0.07,10,8.85
="037675",AA中信,0,0,0,--,--,--,--,,0.00,0.61,499,0.62,299,0.00
="037676",凱基JH,"623,000",3,"56,070",0.09,0.09,0.09,0.09,－,0.02,0.08,30,0.09,30,17.30
="037677",凱基JN,0,0,0,--,--,--,--,,0.00,0.03,30,0.13,30,17.10
="037678",凱基JP,"20,000",2,"2,400",0.11,0.13,0.11,0.13,＋,0.03,0.12,30,0.13,20,21.70
="037679",凱基JQ,0,0,0,--,--,--,--,,0.00,0.08,30,0.18,30,9.06
="037680",凱基JR,0,0,0,--,--,--,--,,0.00,0.23,30,0.26,30,176.50
="037681",凱基JS,0,0,0,--,--,--,--,,0.00,0.22,30,0.24,30,38.70
="037682",凱基JT,"110,000",9,"5,900",0.06,0.06,0.05,0.05,X,0.00,0.04,30,--,0,210.00
="037683",凱基JU,0,0,0,--,--,--,--,,0.00,0.06,30,0.16,30,17.80
="037684",凱基JW,"20,000",1,"3,400",0.17,0.17,0.17,0.17,X,0.00,0.17,10,0.18,30,19.05
="037685",玉山MC,0,0,0,--,--,--,--,,0.00,0.01,10,0.11,10,0.00
="037686",玉山MD,0,0,0,--,--,--,--,,0.00,0.30,13,0.31,13,0.00
="037687",G3國泰,"500,000",5,"25,000",0.05,0.05,0.05,0.05,X,0.00,0.03,499,0.07,15,64.30
="037688",G4國泰,0,0,0,--,--,--,--,,0.00,1.76,290,1.78,50,59.80
="037689",G5國泰,"22,000",3,"22,760",1.08,1.08,0.98,0.98,－,0.12,0.98,499,1.00,10,128.00
="037690",G6國泰,"120,000",3,"115,400",0.92,0.97,0.92,0.97,X,0.00,0.97,499,0.99,10,59.55
="037691",G7國泰,"28,000",1,"4,480",0.16,0.16,0.16,0.16,－,0.03,0.15,499,0.16,100,8.11
="037692",8D富邦,0,0,0,--,--,--,--,,0.00,0.03,85,0.04,10,18.00
="037693",8E富邦,0,0,0,--,--,--,--,,0.00,--,0,0.10,15,64.70
="037694",8F富邦,"20,000",2,"11,000",0.55,0.55,0.55,0.55,,0.00,0.54,10,0.55,10,23.70
="037695",8G富邦,"2,000",1,"1,840",0.92,0.92,0.92,0.92,,0.00,0.82,20,0.83,20,0.00
="037696",8H富邦,"200,000",1,"72,000",0.36,0.36,0.36,0.36,＋,0.01,0.35,20,0.36,20,0.00
="037697",I1群益,0,0,0,--,--,--,--,,0.00,1.74,25,1.84,10,144.00
="037698",I2群益,0,0,0,--,--,--,--,,0.00,--,0,--,0,64.70
="037699",I3群益,0,0,0,--,--,--,--,,0.00,2.61,25,2.67,10,86.60
="037700",I4群益,0,0,0,--,--,--,--,,0.00,0.06,25,0.10,10,225.50
="037701",I6群益,0,0,0,--,--,--,--,,0.00,0.02,25,0.09,160,210.00
="037702",FJ統一,0,0,0,--,--,--,--,,0.00,1.21,10,1.24,10,51.80
="037703",FK統一,"96,000",5,"10,920",0.12,0.12,0.11,0.11,－,0.02,0.10,258,0.11,8,252.00
="037704",FL統一,0,0,0,--,--,--,--,,0.00,1.21,10,1.30,10,28.45
="037705",FM統一,"250,000",2,"42,500",0.17,0.17,0.17,0.17,＋,0.01,0.16,10,0.17,20,8.85
="037706",FN統一,"210,000",3,"37,700",0.17,0.18,0.17,0.18,＋,0.01,0.17,10,0.18,10,9.62
="037707",FP統一,0,0,0,--,--,--,--,,0.00,0.16,20,0.17,20,79.50
="037708",FQ統一,0,0,0,--,--,--,--,,0.00,0.02,20,0.10,20,64.30
="037709",兆豐MT,0,0,0,--,--,--,--,,0.00,0.34,10,0.37,10,59.55
="037710",兆豐MU,0,0,0,--,--,--,--,,0.00,0.10,10,0.11,10,53.70
="037711",兆豐MV,0,0,0,--,--,--,--,,0.00,0.35,10,0.36,10,11.35
="037712",兆豐MW,0,0,0,--,--,--,--,,0.00,1.88,10,1.93,10,136.00
="037713",兆豐MX,"49,000",14,"18,010",0.31,0.41,0.31,0.35,＋,0.02,0.34,10,0.35,10,14.00
="037714",兆豐MY,0,0,0,--,--,--,--,,0.00,--,0,0.04,10,128.00
="037715",兆豐MZ,0,0,0,--,--,--,--,,0.00,--,0,0.04,10,252.00
="037716",兆豐NA,0,0,0,--,--,--,--,,0.00,--,0,0.04,10,225.50
="037717",兆豐NB,"10,000",1,"2,400",0.24,0.24,0.24,0.24,－,0.04,0.24,10,--,0,12.05
="037718",兆豐NC,"60,000",2,"41,600",0.69,0.71,0.69,0.71,－,0.03,0.68,10,0.69,10,155.50
="037719",兆豐ND,"25,000",1,"8,000",0.32,0.32,0.32,0.32,－,0.03,0.32,10,0.37,10,59.55
="037720",臺銀88,0,0,0,--,--,--,--,,0.00,0.01,10,0.10,10,0.00
="037721",日盛55,0,0,0,--,--,--,--,,0.00,0.01,499,0.02,200,64.30
="037722",日盛56,"1,000",1,"5,450",5.45,5.45,5.45,5.45,－,0.45,5.35,25,5.40,10,76.50
="037723",凱基LG,"385,000",7,"406,530",1.10,1.10,1.01,1.04,－,0.10,1.02,30,1.03,30,81.90
="037724",凱基LH,0,0,0,--,--,--,--,,0.00,4.76,30,4.81,30,76.50
="037725",元大A2,"1,238,000",20,"374,030",0.34,0.35,0.27,0.27,－,0.08,0.27,50,0.28,10,27.50
="037726",元大A3,0,0,0,--,--,--,--,,0.00,0.01,100,0.02,100,21.50
="037727",元大A4,"20,000",1,"1,200",0.06,0.06,0.06,0.06,X,0.00,0.06,80,0.07,100,53.70
="037728",元大A5,"95,000",8,"8,950",0.11,0.11,0.09,0.10,－,0.04,0.08,400,0.11,30,210.00
="037729",元大A6,0,0,0,--,--,--,--,,0.00,0.08,100,0.09,100,18.00
="037730",元大A7,0,0,0,--,--,--,--,,0.00,1.07,499,1.08,10,28.45
="037731",元大A8,0,0,0,--,--,--,--,,0.00,1.83,499,1.87,10,28.45
="037732",元大A9,"101,000",1,"6,060",0.06,0.06,0.06,0.06,－,0.01,0.04,100,0.08,50,158.00
="037733",凱基KE,0,0,0,--,--,--,--,,0.00,1.31,30,1.32,30,28.45
="037734",凱基KF,0,0,0,--,--,--,--,,0.00,0.54,30,0.64,30,27.45
="037735",凱基KG,"625,000",25,"307,100",0.47,0.51,0.46,0.50,－,0.04,0.49,30,0.50,30,59.55
="037736",凱基KJ,0,0,0,--,--,--,--,,0.00,--,0,0.02,30,64.70
="037737",LL永豐,0,0,0,--,--,--,--,,0.00,0.08,10,0.09,10,38.70
="037738",LM永豐,0,0,0,--,--,--,--,,0.00,0.19,10,0.20,10,0.00
="037739",LN永豐,0,0,0,--,--,--,--,,0.00,0.18,10,0.19,10,26.10
="037740",LP永豐,0,0,0,--,--,--,--,,0.00,3.01,10,3.11,10,30.00
="037741",LQ永豐,0,0,0,--,--,--,--,,0.00,0.35,10,0.36,10,184.50
="037742",LR永豐,0,0,0,--,--,--,--,,0.00,0.25,10,0.26,10,439.00
="037743",LS永豐,"60,000",1,"10,800",0.18,0.18,0.18,0.18,－,0.03,0.17,10,0.18,10,80.50
="037744",LT永豐,0,0,0,--,--,--,--,,0.00,0.01,10,0.03,10,19.05
="037745",LU永豐,0,0,0,--,--,--,--,,0.00,0.06,10,0.07,10,21.50
="037746",LV永豐,0,0,0,--,--,--,--,,0.00,0.02,10,0.03,10,59.55
="037747",LW永豐,"101,000",5,"58,600",0.57,0.60,0.57,0.60,＋,0.05,0.58,10,0.59,10,8.72
="037748",LX永豐,0,0,0,--,--,--,--,,0.00,0.02,10,0.03,10,11.45
="037749",LY永豐,0,0,0,--,--,--,--,,0.00,0.01,10,0.02,10,56.50
="037750",LZ永豐,0,0,0,--,--,--,--,,0.00,3.28,10,3.34,10,85.80
="037751",MA永豐,0,0,0,--,--,--,--,,0.00,0.02,10,0.03,10,17.80
="037752",MB永豐,0,0,0,--,--,--,--,,0.00,1.30,10,1.33,10,51.80
="037753",MC永豐,0,0,0,--,--,--,--,,0.00,0.01,10,0.02,30,103.50
="037754",MD永豐,0,0,0,--,--,--,--,,0.00,0.53,10,0.54,10,69.50
="037755",AC中信,0,0,0,--,--,--,--,,0.00,0.28,99,0.29,99,59.55
="037756",AD中信,"10,000",2,"2,300",0.23,0.23,0.23,0.23,＋,0.01,0.24,30,0.25,30,79.50
="037757",AE中信,"1,000",1,160,0.16,0.16,0.16,0.16,＋,0.01,0.17,30,0.18,30,79.50
="037758",AF中信,0,0,0,--,--,--,--,,0.00,0.10,30,0.11,30,79.50
="037759",AG中信,0,0,0,--,--,--,--,,0.00,0.02,30,0.03,10,9.62
="037760",J6群益,"2,000",1,"2,420",1.21,1.21,1.21,1.21,,0.00,1.14,25,1.21,8,12.90
="037761",J7群益,0,0,0,--,--,--,--,,0.00,0.11,25,0.12,10,79.50
="037762",J8群益,0,0,0,--,--,--,--,,0.00,1.83,25,1.84,10,28.45
="037763",J9群益,0,0,0,--,--,--,--,,0.00,0.03,25,0.10,10,9.62
="037764",K1群益,0,0,0,--,--,--,--,,0.00,0.12,25,0.13,10,158.00
="037765",K2群益,"50,000",1,"101,000",2.02,2.02,2.02,2.02,＋,0.04,1.85,25,1.88,10,86.60
="037766",K3群益,"555,000",17,"374,290",0.68,0.73,0.63,0.73,－,0.04,0.71,25,0.72,10,59.55
="037767",K4群益,"42,000",2,"10,580",0.26,0.26,0.24,0.24,X,0.00,0.25,25,0.26,10,59.55
="037768",K7群益,0,0,0,--,--,--,--,,0.00,0.45,25,0.46,10,477.00
="037769",K8群益,0,0,0,--,--,--,--,,0.00,0.08,25,0.10,10,477.00
="037770",G8國泰,0,0,0,--,--,--,--,,0.00,4.27,499,--,0,30.00
="037771",G9國泰,"155,000",3,"124,700",0.82,0.82,0.80,0.81,＋,0.02,0.80,499,0.81,100,98.90
="037772",H1國泰,"33,000",1,"9,900",0.30,0.30,0.30,0.30,－,0.01,0.29,499,0.30,200,9.62
="037773",H2國泰,0,0,0,--,--,--,--,,0.00,0.63,499,0.64,10,59.55
="037774",8K富邦,0,0,0,--,--,--,--,,0.00,0.15,10,0.16,10,59.00
="037775",8L富邦,0,0,0,--,--,--,--,,0.00,0.28,10,0.29,10,79.50
="037776",8M富邦,0,0,0,--,--,--,--,,0.00,0.13,10,0.14,10,79.50
="037777",8N富邦,0,0,0,--,--,--,--,,0.00,0.01,20,0.10,11,79.50
="037778",8P富邦,"193,000",9,"139,190",0.73,0.73,0.71,0.71,－,0.05,0.71,10,0.74,10,52.20
="037779",8Q富邦,"224,000",16,"178,620",0.83,0.84,0.74,0.77,－,0.08,0.77,10,0.80,10,69.50
="037780",8R富邦,"30,000",1,"40,500",1.35,1.35,1.35,1.35,－,0.14,1.33,30,1.36,30,128.00
="037781",8S富邦,0,0,0,--,--,--,--,,0.00,0.53,50,0.55,50,59.55
="037782",元富G3,0,0,0,--,--,--,--,,0.00,0.20,25,0.21,25,0.00
="037783",元富G4,0,0,0,--,--,--,--,,0.00,1.00,25,1.03,25,28.45
="037784",元富G5,0,0,0,--,--,--,--,,0.00,0.03,25,0.04,25,225.50
="037785",元富G6,0,0,0,--,--,--,--,,0.00,0.05,25,0.06,25,71.00
="037786",元富G7,0,0,0,--,--,--,--,,0.00,0.77,25,0.78,25,192.50
="037787",元富G8,0,0,0,--,--,--,--,,0.00,1.01,25,1.11,10,39.70
="037788",元富G9,0,0,0,--,--,--,--,,0.00,0.47,50,0.48,25,26.10
="037789",元富H1,0,0,0,--,--,--,--,,0.00,0.04,25,0.05,25,79.50
="037790",元富H2,0,0,0,--,--,--,--,,0.00,0.01,25,0.04,25,79.50
="037791",MF永豐,0,0,0,--,--,--,--,,0.00,0.05,10,0.06,10,9.62
="037792",MG永豐,0,0,0,--,--,--,--,,0.00,0.09,10,0.10,10,158.00
="037793",MH永豐,0,0,0,--,--,--,--,,0.00,0.01,10,0.02,10,71.00
="037794",MI永豐,0,0,0,--,--,--,--,,0.00,0.16,10,0.17,10,192.50
="037795",MJ永豐,"1,000",1,"1,200",1.20,1.20,1.20,1.20,X,0.00,1.14,10,1.18,10,28.35
="037796",MK永豐,0,0,0,--,--,--,--,,0.00,2.93,10,3.00,10,41.20
="037797",ML永豐,0,0,0,--,--,--,--,,0.00,0.04,10,0.05,10,74.20
="037798",MM永豐,"135,000",9,"229,880",1.41,1.84,1.41,1.74,＋,0.22,1.72,10,1.74,10,57.50
="037799",AJ中信,0,0,0,--,--,--,--,,0.00,0.13,99,0.14,99,59.55
="037800",AK中信,"81,000",2,"29,990",0.37,0.39,0.37,0.39,X,0.00,0.33,30,0.38,30,34.65
="037801",AL中信,0,0,0,--,--,--,--,,0.00,0.78,30,0.79,10,28.45
="037802",AM中信,0,0,0,--,--,--,--,,0.00,0.82,30,0.84,30,28.45
="037803",AN中信,0,0,0,--,--,--,--,,0.00,0.08,10,0.09,10,74.20
="037804",LR第一,0,0,0,--,--,--,--,,0.00,0.04,10,0.10,10,79.50
="037805",LS第一,"163,000",4,"33,360",0.21,0.22,0.20,0.22,－,0.02,0.20,10,0.22,10,64.70
="037806",LT第一,0,0,0,--,--,--,--,,0.00,0.01,10,0.10,10,10.80
="037807",LU第一,0,0,0,--,--,--,--,,0.00,0.05,10,0.10,10,15.85
="037808",LV第一,"5,000",1,"5,150",1.03,1.03,1.03,1.03,－,0.11,1.05,10,1.06,10,80.50
="037809",LW第一,0,0,0,--,--,--,--,,0.00,0.61,10,0.62,10,477.00
="037810",LX第一,0,0,0,--,--,--,--,,0.00,0.54,10,0.55,10,176.50
="037811",LY第一,0,0,0,--,--,--,--,,0.00,0.20,10,0.21,10,40.10
="037812",FR統一,0,0,0,--,--,--,--,,0.00,0.10,10,0.11,10,40.10
="037813",FS統一,"18,000",2,"6,400",0.36,0.36,0.35,0.35,,0.00,0.34,10,0.35,10,42.45
="037814",FT統一,"179,000",7,"35,750",0.17,0.22,0.17,0.22,＋,0.05,0.18,40,0.19,20,477.00
="037815",FU統一,"3,362,000",30,"793,540",0.23,0.25,0.23,0.24,＋,0.01,0.23,80,0.25,325,79.50
="037816",FV統一,"50,000",4,"15,550",0.32,0.32,0.31,0.31,＋,0.01,0.32,10,0.33,10,77.70
="037817",FW統一,0,0,0,--,--,--,--,,0.00,1.04,10,1.13,10,28.45
="037818",FX統一,0,0,0,--,--,--,--,,0.00,0.94,20,0.95,20,28.45
="037819",FY統一,0,0,0,--,--,--,--,,0.00,0.05,20,0.10,20,225.50
="037820",元大B3,"4,000",2,"1,900",0.47,0.48,0.47,0.48,X,0.00,0.47,100,0.48,10,23.00
="037821",元大B4,0,0,0,--,--,--,--,,0.00,0.11,100,0.12,50,20.15
="037822",元大B5,"134,000",4,"95,290",0.85,0.85,0.71,0.72,－,0.10,0.75,100,0.76,10,39.70
="037823",L6群益,0,0,0,--,--,--,--,,0.00,0.01,30,--,0,79.50
="037824",L7群益,0,0,0,--,--,--,--,,0.00,0.04,25,0.10,10,8.85
="037825",L8群益,0,0,0,--,--,--,--,,0.00,2.93,25,3.03,10,76.50
="037826",L9群益,0,0,0,--,--,--,--,,0.00,0.04,25,0.10,10,9.62
="037827",M1群益,0,0,0,--,--,--,--,,0.00,0.10,25,0.11,10,176.50
="037828",M2群益,0,0,0,--,--,--,--,,0.00,0.25,25,0.26,10,80.50
="037829",M3群益,"2,000",2,180,0.08,0.10,0.08,0.10,－,0.01,0.09,25,0.10,9,59.55
="037830",M6群益,0,0,0,--,--,--,--,,0.00,1.02,25,1.03,10,28.45
="037831",M8群益,0,0,0,--,--,--,--,,0.00,--,0,0.03,30,64.30
="037832",元富H8,"80,000",4,"18,100",0.23,0.23,0.22,0.22,－,0.05,0.22,25,0.23,25,27.50
="037833",元富H9,0,0,0,--,--,--,--,,0.00,1.19,25,1.21,25,28.45
="037834",元富J1,0,0,0,--,--,--,--,,0.00,0.16,25,0.17,25,38.70
="037835",元富J2,0,0,0,--,--,--,--,,0.00,0.27,25,0.28,25,9.93
="037836",元富J3,0,0,0,--,--,--,--,,0.00,1.75,25,1.79,10,42.00
="037837",元富J4,"41,000",1,"43,050",1.05,1.05,1.05,1.05,＋,0.03,1.10,25,1.13,25,8.72
="037838",元富J5,0,0,0,--,--,--,--,,0.00,0.51,25,0.52,25,192.50
="037839",元富J6,0,0,0,--,--,--,--,,0.00,0.09,25,0.10,25,11.45
="037840",元富J7,0,0,0,--,--,--,--,,0.00,0.01,25,0.04,25,225.50
="037841",元富J8,0,0,0,--,--,--,--,,0.00,0.01,25,0.04,25,37.00
="037842",元富J9,0,0,0,--,--,--,--,,0.00,0.03,25,0.04,20,19.05
="037843",凱基KP,"330,000",9,"61,000",0.20,0.20,0.18,0.18,－,0.09,0.17,30,0.18,10,210.00
="037844",凱基KR,0,0,0,--,--,--,--,,0.00,0.05,30,0.06,30,225.50
="037845",凱基KT,0,0,0,--,--,--,--,,0.00,0.07,30,0.08,30,225.50
="037846",凱基KU,"265,000",6,"116,250",0.39,0.45,0.39,0.45,＋,0.06,0.40,30,0.42,30,477.00
="037847",凱基KV,0,0,0,--,--,--,--,,0.00,0.15,30,0.16,30,477.00
="037848",凱基KW,"2,000",1,120,0.06,0.06,0.06,0.06,＋,0.01,0.05,30,0.08,80,477.00
="037849",凱基LB,"956,000",39,"787,520",0.90,0.90,0.76,0.77,－,0.15,0.77,30,0.78,30,34.65
="037850",凱基LC,0,0,0,--,--,--,--,,0.00,0.53,30,0.54,30,34.65
="037851",凱基LD,0,0,0,--,--,--,--,,0.00,0.12,30,0.13,30,138.00
="037852",凱基LE,0,0,0,--,--,--,--,,0.00,0.14,30,0.15,30,79.50
="037853",凱基LF,0,0,0,--,--,--,--,,0.00,0.29,30,0.30,30,76.60
="037854",日盛59,0,0,0,--,--,--,--,,0.00,0.30,25,0.31,25,59.55
="037855",日盛60,0,0,0,--,--,--,--,,0.00,0.03,549,0.08,52,79.50
="037856",日盛61,0,0,0,--,--,--,--,,0.00,1.83,25,1.87,10,86.60
="037857",日盛62,0,0,0,--,--,--,--,,0.00,0.15,25,0.16,25,80.50
="037858",H4國泰,0,0,0,--,--,--,--,,0.00,1.71,300,1.72,10,28.45
="037859",H5國泰,"162,000",8,"149,550",0.86,0.98,0.86,0.94,＋,0.10,0.89,499,0.93,15,184.50
="037860",8U富邦,0,0,0,--,--,--,--,,0.00,0.04,10,0.10,10,19.05
="037861",8V富邦,"150,000",3,"176,500",1.12,1.23,1.12,1.18,－,0.09,1.13,10,1.15,10,81.90
="037862",8W富邦,"20,000",1,"13,000",0.65,0.65,0.65,0.65,X,0.00,0.65,10,0.66,10,81.90
="037863",8X富邦,0,0,0,--,--,--,--,,0.00,0.01,10,0.04,50,225.50
="037864",8Y富邦,0,0,0,--,--,--,--,,0.00,0.22,10,0.25,10,210.00
="037865",8Z富邦,"109,000",2,"138,430",1.27,1.27,1.27,1.27,＋,0.10,1.27,20,1.36,20,144.00
="037866",兆豐NF,"189,000",15,"96,880",0.48,0.54,0.48,0.54,＋,0.07,0.52,10,0.56,10,79.50
="037867",兆豐NG,0,0,0,--,--,--,--,,0.00,--,0,--,0,76.50
="037868",AP中信,"35,000",2,"15,800",0.46,0.46,0.45,0.45,－,0.04,0.47,99,0.48,99,59.55
="037869",MN永豐,0,0,0,--,--,--,--,,0.00,--,0,0.01,10,64.70
="037870",MP永豐,0,0,0,--,--,--,--,,0.00,0.74,10,0.75,10,28.45
="037871",MQ永豐,"10,000",1,"2,000",0.20,0.20,0.20,0.20,＋,0.02,0.17,10,0.18,10,81.00
="037872",MR永豐,"60,000",6,"95,800",1.58,1.69,1.53,1.53,－,0.11,1.53,10,1.54,10,118.50
="037873",MS永豐,0,0,0,--,--,--,--,,0.00,0.43,10,0.44,10,81.90
="037874",日盛63,"630,000",23,"152,900",0.27,0.27,0.23,0.24,－,0.12,0.22,499,0.23,260,39.50
="037875",日盛64,"65,000",4,"75,300",1.20,1.20,1.15,1.15,＋,0.01,1.12,25,1.13,10,55.50
="037876",日盛65,"862,000",45,"508,050",0.62,0.63,0.58,0.58,－,0.07,0.57,25,0.58,25,27.50
="037877",日盛66,0,0,0,--,--,--,--,,0.00,0.05,25,0.06,25,252.00
="037878",日盛67,"745,000",13,"338,150",0.47,0.47,0.44,0.44,－,0.04,0.44,25,0.45,25,128.00
="037879",日盛68,0,0,0,--,--,--,--,,0.00,0.08,499,0.09,300,25.46
="037880",凱基LL,0,0,0,--,--,--,--,,0.00,3.91,30,3.97,30,76.50
="037881",凱基LM,"50,000",3,"61,900",1.24,1.25,1.20,1.25,＋,0.04,1.25,30,1.30,30,144.00
="037882",LZ第一,"50,000",5,"99,250",1.83,2.08,1.83,2.08,X,0.00,1.93,10,1.98,10,184.50
="037883",GB統一,"700,000",10,"273,070",0.38,0.41,0.38,0.41,＋,0.01,0.40,68,0.42,68,79.50
="037884",GC統一,0,0,0,--,--,--,--,,0.00,0.20,10,0.21,10,8.85
="037885",GD統一,0,0,0,--,--,--,--,,0.00,0.05,10,0.08,58,64.30
="037886",GE統一,0,0,0,--,--,--,--,,0.00,0.08,10,0.10,10,210.00
="037887",N1群益,0,0,0,--,--,--,--,,0.00,0.15,25,0.16,10,225.50
="037888",N2群益,0,0,0,--,--,--,--,,0.00,1.07,25,1.08,10,184.50
="037889",N3群益,0,0,0,--,--,--,--,,0.00,2.10,25,2.17,10,86.60
="037890",N4群益,"499,000",1,"79,840",0.16,0.16,0.16,0.16,－,0.01,0.14,25,0.15,10,252.00
="037891",元大B6,"216,000",2,"40,720",0.19,0.19,0.17,0.17,X,0.00,0.15,100,0.16,100,4.13
="037892",元大B7,0,0,0,--,--,--,--,,0.00,2.93,100,3.03,10,118.50
="037893",元大B8,"8,000",1,"10,880",1.36,1.36,1.36,1.36,X,0.00,1.28,100,1.38,10,28.35
="037894",元大B9,0,0,0,--,--,--,--,,0.00,0.01,594,0.10,30,79.50
="037895",元大C1,0,0,0,--,--,--,--,,0.00,--,0,0.02,100,103.50
="037896",元大C2,0,0,0,--,--,--,--,,0.00,2.96,100,--,0,76.50
="037897",元大C4,0,0,0,--,--,--,--,,0.00,0.14,100,0.15,100,8.85
="037898",元大C6,0,0,0,--,--,--,--,,0.00,0.06,100,0.07,100,8.85
="037899",元富K5,0,0,0,--,--,--,--,,0.00,0.03,25,0.04,25,74.20
="037900",元富K6,0,0,0,--,--,--,--,,0.00,0.13,25,0.15,20,210.00
="037901",元富K7,0,0,0,--,--,--,--,,0.00,0.81,25,0.83,25,155.50
="037902",元富K8,0,0,0,--,--,--,--,,0.00,0.16,25,0.17,25,252.00
="037903",元富K9,0,0,0,--,--,--,--,,0.00,0.01,25,0.04,25,38.40
="037904",元富L1,0,0,0,--,--,--,--,,0.00,1.73,25,1.74,25,28.45
="037905",元富L2,0,0,0,--,--,--,--,,0.00,0.23,25,0.24,25,25.46
="037906",元富L3,0,0,0,--,--,--,--,,0.00,0.09,25,0.10,25,59.55
="037907",H7國泰,0,0,0,--,--,--,--,,0.00,0.67,499,0.68,10,59.55
="037908",H8國泰,"20,000",3,"14,100",0.71,0.71,0.69,0.71,－,0.01,0.65,499,0.69,10,27.50
="037909",9C富邦,0,0,0,--,--,--,--,,0.00,0.32,10,0.33,10,25.46
="037910",9D富邦,0,0,0,--,--,--,--,,0.00,0.19,50,0.21,50,59.55
="037911",MT永豐,0,0,0,--,--,--,--,,0.00,1.67,10,1.72,10,76.50
="037912",MU永豐,0,0,0,--,--,--,--,,0.00,0.13,10,0.14,10,30.35
="037913",AQ中信,0,0,0,--,--,--,--,,0.00,0.08,99,0.09,10,59.55
="037914",AR中信,0,0,0,--,--,--,--,,0.00,0.22,499,0.23,299,0.00
="037915",元大D1,"100,000",1,"7,000",0.07,0.07,0.07,0.07,－,0.01,0.06,100,0.07,120,4.13
